cluster,variable,est,value,type,group
ID,insulinf,min,2.2,Continuous,NA
ID,insulinf,max,100.2,Continuous,NA
ID,insulinf,freq,103,Continuous,NA
ID,insulinf,missing,146,Continuous,NA
ID,tgl,mean,135.40384615384616,Continuous,NA
ID,tgl,sd,82.06077776379774,Continuous,NA
ID,tgl,median,116.5,Continuous,NA
ID,tgl,q25,80,Continuous,NA
ID,tgl,q75,166.75,Continuous,NA
ID,tgl,min,34,Continuous,NA
ID,tgl,max,541,Continuous,NA
ID,tgl,freq,104,Continuous,NA
ID,tgl,missing,145,Continuous,NA
ID,glucosef,mean,115.8076923076923,Continuous,NA
ID,glucosef,sd,25.677263911902564,Continuous,NA
ID,glucosef,median,108.5,Continuous,NA
ID,glucosef,q25,98,Continuous,NA
ID,glucosef,q75,131,Continuous,NA
ID,glucosef,min,70,Continuous,NA
ID,glucosef,max,214,Continuous,NA
ID,glucosef,freq,104,Continuous,NA
ID,glucosef,missing,145,Continuous,NA
IR,bmi,mean,33.04312291522623,Continuous,NA
IR,bmi,sd,3.9917520633217527,Continuous,NA
IR,bmi,median,32,Continuous,NA
IR,bmi,q25,32,Continuous,NA
IR,bmi,q75,35.5726,Continuous,NA
IR,bmi,min,17.79871458,Continuous,NA
IR,bmi,max,49.893605236,Continuous,NA
IR,bmi,freq,305,Continuous,NA
IR,bmi,missing,0,Continuous,NA
IR,hba1c,mean,5.84983606557377,Continuous,NA
IR,hba1c,sd,0.7496545077112775,Continuous,NA
IR,hba1c,median,5.7,Continuous,NA
IR,hba1c,q25,5.4,Continuous,NA
IR,hba1c,q75,6.2,Continuous,NA
IR,hba1c,min,4.3,Continuous,NA
IR,hba1c,max,9.9,Continuous,NA
IR,hba1c,freq,305,Continuous,NA
IR,hba1c,missing,0,Continuous,NA
IR,cpeptidef,mean,3.526681967213115,Continuous,NA
IR,cpeptidef,sd,1.605054395445283,Continuous,NA
IR,cpeptidef,median,3.25,Continuous,NA
IR,cpeptidef,q25,2.54,Continuous,NA
IR,cpeptidef,q75,4.3,Continuous,NA
IR,cpeptidef,min,0.5,Continuous,NA
IR,cpeptidef,max,11.36,Continuous,NA
IR,cpeptidef,freq,305,Continuous,NA
IR,cpeptidef,missing,0,Continuous,NA
IR,sbp,mean,108.58163934423344,Continuous,NA
IR,sbp,sd,8.657408487507453,Continuous,NA
IR,sbp,median,109,Continuous,NA
IR,sbp,q25,103.33333333,Continuous,NA
IR,sbp,q75,114,Continuous,NA
IR,sbp,min,84.666666667,Continuous,NA
IR,sbp,max,138,Continuous,NA
IR,sbp,freq,305,Continuous,NA
IR,sbp,missing,0,Continuous,NA
IR,dbp,mean,63.57923497267803,Continuous,NA
IR,dbp,sd,6.858619145034535,Continuous,NA
IR,dbp,median,63.5,Continuous,NA
IR,dbp,q25,59.5,Continuous,NA
IR,dbp,q75,68,Continuous,NA
IR,dbp,min,42,Continuous,NA
IR,dbp,max,81,Continuous,NA
IR,dbp,freq,305,Continuous,NA
IR,dbp,missing,0,Continuous,NA
IR,ldlc,mean,79.81311475409836,Continuous,NA
IR,ldlc,sd,23.232737475281315,Continuous,NA
IR,ldlc,median,78,Continuous,NA
IR,ldlc,q25,64,Continuous,NA
IR,ldlc,q75,94,Continuous,NA
IR,ldlc,min,23,Continuous,NA
IR,ldlc,max,190,Continuous,NA
IR,ldlc,freq,305,Continuous,NA
IR,ldlc,missing,0,Continuous,NA
IR,hdlc,mean,37.8472131147541,Continuous,NA
IR,hdlc,sd,7.514135830121229,Continuous,NA
IR,hdlc,median,37,Continuous,NA
IR,hdlc,q25,33,Continuous,NA
IR,hdlc,q75,42,Continuous,NA
IR,hdlc,min,13,Continuous,NA
IR,hdlc,max,67,Continuous,NA
IR,hdlc,freq,305,Continuous,NA
IR,hdlc,missing,0,Continuous,NA
IR,totalc,mean,138.32441471571906,Continuous,NA
IR,totalc,sd,28.631981682652633,Continuous,NA
IR,totalc,median,136,Continuous,NA
IR,totalc,q25,119,Continuous,NA
IR,totalc,q75,153.5,Continuous,NA
IR,totalc,min,54,Continuous,NA
IR,totalc,max,277,Continuous,NA
IR,totalc,freq,299,Continuous,NA
IR,totalc,missing,6,Continuous,NA
IR,insulinf,mean,27.384976525821596,Continuous,NA
IR,insulinf,sd,22.81387900198848,Continuous,NA
IR,insulinf,median,22.1,Continuous,NA
IR,insulinf,q25,15,Continuous,NA
IR,insulinf,q75,33.3,Continuous,NA
IR,insulinf,min,3.8,Continuous,NA
IR,insulinf,max,202.5,Continuous,NA
IR,insulinf,freq,213,Continuous,NA
IR,insulinf,missing,92,Continuous,NA
IR,tgl,mean,96.99537037037037,Continuous,NA
IR,tgl,sd,56.12788534543734,Continuous,NA
IR,tgl,median,84.5,Continuous,NA
IR,tgl,q25,60.5,Continuous,NA
IR,tgl,q75,115.25,Continuous,NA
IR,tgl,min,27,Continuous,NA
IR,tgl,max,428,Continuous,NA
IR,tgl,freq,216,Continuous,NA
IR,tgl,missing,89,Continuous,NA
IR,glucosef,mean,100.68055555555556,Continuous,NA
IR,glucosef,sd,15.510680241381666,Continuous,NA
IR,glucosef,median,97,Continuous,NA
IR,glucosef,q25,91,Continuous,NA
IR,glucosef,q75,107,Continuous,NA
IR,glucosef,min,70,Continuous,NA
IR,glucosef,max,162,Continuous,NA
IR,glucosef,freq,216,Continuous,NA
IR,glucosef,missing,89,Continuous,NA
OB,bmi,mean,23.248655178338584,Continuous,NA
OB,bmi,sd,5.87123455285852,Continuous,NA
OB,bmi,median,21.576460675,Continuous,NA
OB,bmi,q25,18.7294413465,Continuous,NA
OB,bmi,q75,28.377786021,Continuous,NA
OB,bmi,min,13.695138501,Continuous,NA
OB,bmi,max,36.279103416,Continuous,NA
OB,bmi,freq,127,Continuous,NA
OB,bmi,missing,0,Continuous,NA
OB,hba1c,mean,7.468818897637795,Continuous,NA
OB,hba1c,sd,1.9022804252128502,Continuous,NA
OB,hba1c,median,6.959999999999999,Continuous,NA
OB,hba1c,q25,6.2,Continuous,NA
OB,hba1c,q75,8.2,Continuous,NA
OB,hba1c,min,5,Continuous,NA
OB,hba1c,max,15,Continuous,NA
OB,hba1c,freq,127,Continuous,NA
OB,hba1c,missing,0,Continuous,NA
OB,cpeptidef,mean,1.4791338582677165,Continuous,NA
OB,cpeptidef,sd,0.9839160691573783,Continuous,NA
OB,cpeptidef,median,1.27,Continuous,NA
OB,cpeptidef,q25,0.74,Continuous,NA
OB,cpeptidef,q75,1.975,Continuous,NA
OB,cpeptidef,min,0.05,Continuous,NA
OB,cpeptidef,max,5.36,Continuous,NA
OB,cpeptidef,freq,127,Continuous,NA
OB,cpeptidef,missing,0,Continuous,NA
OB,sbp,mean,105.1296587929811,Continuous,NA
OB,sbp,sd,9.376241343827987,Continuous,NA
OB,sbp,median,105.66666667,Continuous,NA
OB,sbp,q25,98,Continuous,NA
OB,sbp,q75,110.66666667,Continuous,NA
OB,sbp,min,81.333333333,Continuous,NA
OB,sbp,max,134.66666667,Continuous,NA
OB,sbp,freq,127,Continuous,NA
OB,sbp,missing,0,Continuous,NA
OB,dbp,mean,66.11942257222677,Continuous,NA
OB,dbp,sd,8.657444667171537,Continuous,NA
OB,dbp,median,66.666666667,Continuous,NA
OB,dbp,q25,60.666666667,Continuous,NA
OB,dbp,q75,71,Continuous,NA
OB,dbp,min,40,Continuous,NA
OB,dbp,max,88,Continuous,NA
OB,dbp,freq,127,Continuous,NA
OB,dbp,missing,0,Continuous,NA
OB,ldlc,mean,93.33700787401575,Continuous,NA
OB,ldlc,sd,27.045319998721975,Continuous,NA
OB,ldlc,median,92,Continuous,NA
OB,ldlc,q25,72,Continuous,NA
OB,ldlc,q75,107,Continuous,NA
OB,ldlc,min,40,Continuous,NA
OB,ldlc,max,196,Continuous,NA
OB,ldlc,freq,127,Continuous,NA
OB,ldlc,missing,0,Continuous,NA
OB,hdlc,mean,53.78267716535433,Continuous,NA
OB,hdlc,sd,10.364653720417145,Continuous,NA
OB,hdlc,median,53,Continuous,NA
OB,hdlc,q25,47.5,Continuous,NA
OB,hdlc,q75,61.3,Continuous,NA
OB,hdlc,min,27,Continuous,NA
OB,hdlc,max,81,Continuous,NA
OB,hdlc,freq,127,Continuous,NA
OB,hdlc,missing,0,Continuous,NA
OB,totalc,mean,164.02479338842974,Continuous,NA
OB,totalc,sd,33.01021629988645,Continuous,NA
OB,totalc,median,161,Continuous,NA
OB,totalc,q25,144,Continuous,NA
OB,totalc,q75,181,Continuous,NA
OB,totalc,min,88,Continuous,NA
OB,totalc,max,288,Continuous,NA
OB,totalc,freq,121,Continuous,NA
OB,totalc,missing,6,Continuous,NA
OB,insulinf,mean,19.370588235294118,Continuous,NA
OB,insulinf,sd,10.612007627322596,Continuous,NA
OB,insulinf,median,17.5,Continuous,NA
OB,insulinf,q25,11.7,Continuous,NA
OB,insulinf,q75,30.4,Continuous,NA
OB,insulinf,min,6.4,Continuous,NA
OB,insulinf,max,36.7,Continuous,NA
OB,insulinf,freq,17,Continuous,NA
OB,insulinf,missing,110,Continuous,NA
OB,tgl,mean,74.29411764705883,Continuous,NA
OB,tgl,sd,32.235005634175,Continuous,NA
OB,tgl,median,64,Continuous,NA
OB,tgl,q25,52,Continuous,NA
OB,tgl,q75,88,Continuous,NA
OB,tgl,min,43,Continuous,NA
OB,tgl,max,159,Continuous,NA
OB,tgl,freq,17,Continuous,NA
OB,tgl,missing,110,Continuous,NA
OB,glucosef,mean,122.70588235294117,Continuous,NA
OB,glucosef,sd,28.14419279772106,Continuous,NA
OB,glucosef,median,128,Continuous,NA
OB,glucosef,q25,101,Continuous,NA
OB,glucosef,q75,137,Continuous,NA
OB,glucosef,min,76,Continuous,NA
OB,glucosef,max,170,Continuous,NA
OB,glucosef,freq,17,Continuous,NA
OB,glucosef,missing,110,Continuous,NA
Total,bmi,mean,32.9360515959677,Continuous,NA
Total,bmi,sd,7.654562810686399,Continuous,NA
Total,bmi,median,32.5528,Continuous,NA
Total,bmi,q25,31.307460705,Continuous,NA
Total,bmi,q75,37.9585,Continuous,NA
Total,bmi,min,13.695138501,Continuous,NA
Total,bmi,max,89.012019185,Continuous,NA
Total,bmi,freq,681,Continuous,NA
Total,bmi,missing,0,Continuous,NA
Total,hba1c,mean,6.53230543318649,Continuous,NA
Total,hba1c,sd,1.5498913057097117,Continuous,NA
Total,hba1c,median,6.1,Continuous,NA
Total,hba1c,q25,5.5,Continuous,NA
Total,hba1c,q75,7,Continuous,NA
Total,hba1c,min,4.3,Continuous,NA
Total,hba1c,max,15,Continuous,NA
Total,hba1c,freq,681,Continuous,NA
Total,hba1c,missing,0,Continuous,NA
Total,cpeptidef,mean,3.5222525697503673,Continuous,NA
Total,cpeptidef,sd,1.943121371794998,Continuous,NA
Total,cpeptidef,median,3.3,Continuous,NA
Total,cpeptidef,q25,2.16,Continuous,NA
Total,cpeptidef,q75,4.6,Continuous,NA
Total,cpeptidef,min,0.05,Continuous,NA
Total,cpeptidef,max,11.4,Continuous,NA
Total,cpeptidef,freq,681,Continuous,NA
Total,cpeptidef,missing,0,Continuous,NA
Total,sbp,mean,113.29818893793598,Continuous,NA
Total,sbp,sd,11.731221887682237,Continuous,NA
Total,sbp,median,112.66666667,Continuous,NA
Total,sbp,q25,105.66666667,Continuous,NA
Total,sbp,q75,120.66666667,Continuous,NA
Total,sbp,min,81.333333333,Continuous,NA
Total,sbp,max,156.5,Continuous,NA
Total,sbp,freq,681,Continuous,NA
Total,sbp,missing,0,Continuous,NA
Total,dbp,mean,68.5274106705812,Continuous,NA
Total,dbp,sd,9.703673206229594,Continuous,NA
Total,dbp,median,68,Continuous,NA
Total,dbp,q25,61.5,Continuous,NA
Total,dbp,q75,74.666666667,Continuous,NA
Total,dbp,min,40,Continuous,NA
Total,dbp,max,107.33333333,Continuous,NA
Total,dbp,freq,681,Continuous,NA
Total,dbp,missing,0,Continuous,NA
Total,ldlc,mean,89.51483113069015,Continuous,NA
Total,ldlc,sd,27.229502280063265,Continuous,NA
Total,ldlc,median,87,Continuous,NA
Total,ldlc,q25,71,Continuous,NA
Total,ldlc,q75,106,Continuous,NA
Total,ldlc,min,23,Continuous,NA
Total,ldlc,max,231,Continuous,NA
Total,ldlc,freq,681,Continuous,NA
Total,ldlc,missing,0,Continuous,NA
Total,hdlc,mean,40.60117474302496,Continuous,NA
Total,hdlc,sd,10.494469065697919,Continuous,NA
Total,hdlc,median,39,Continuous,NA
Total,hdlc,q25,33,Continuous,NA
Total,hdlc,q75,46,Continuous,NA
Total,hdlc,min,13,Continuous,NA
Total,hdlc,max,81,Continuous,NA
Total,hdlc,freq,681,Continuous,NA
Total,hdlc,missing,0,Continuous,NA
Total,totalc,mean,153.69277108433735,Continuous,NA
Total,totalc,sd,35.368376542864326,Continuous,NA
Total,totalc,median,150,Continuous,NA
Total,totalc,q25,129,Continuous,NA
Total,totalc,q75,174,Continuous,NA
Total,totalc,min,54,Continuous,NA
Total,totalc,max,330,Continuous,NA
Total,totalc,freq,664,Continuous,NA
Total,totalc,missing,17,Continuous,NA
Total,insulinf,mean,30.14084084084084,Continuous,NA
Total,insulinf,sd,22.16447856671189,Continuous,NA
Total,insulinf,median,25.3,Continuous,NA
Total,insulinf,q25,17.2,Continuous,NA
Total,insulinf,q75,36.6,Continuous,NA
Total,insulinf,min,2.2,Continuous,NA
Total,insulinf,max,202.5,Continuous,NA
Total,insulinf,freq,333,Continuous,NA
Total,insulinf,missing,348,Continuous,NA
Total,tgl,mean,107.70326409495549,Continuous,NA
Total,tgl,sd,67.06185680491927,Continuous,NA
Total,tgl,median,89,Continuous,NA
Total,tgl,q25,64,Continuous,NA
Total,tgl,q75,130,Continuous,NA
Total,tgl,min,27,Continuous,NA
Total,tgl,max,541,Continuous,NA
Total,tgl,freq,337,Continuous,NA
Total,tgl,missing,344,Continuous,NA
Total,glucosef,mean,106.45994065281899,Continuous,NA
Total,glucosef,sd,21.345911647059875,Continuous,NA
Total,glucosef,median,101,Continuous,NA
Total,glucosef,q25,92,Continuous,NA
Total,glucosef,q75,116,Continuous,NA
Total,glucosef,min,70,Continuous,NA
Total,glucosef,max,214,Continuous,NA
Total,glucosef,freq,337,Continuous,NA
Total,glucosef,missing,344,Continuous,NA
ID,female,proportion,51.40562248995983,Proportion,NA
ID,female,freq,249,Proportion,NA
ID,female,missing,0,Proportion,NA
ID,insulin,proportion,25.806451612903224,Proportion,NA
ID,insulin,freq,248,Proportion,NA
ID,insulin,missing,1,Proportion,NA
ID,metformin,proportion,85.88709677419355,Proportion,NA
ID,metformin,freq,248,Proportion,NA
ID,metformin,missing,1,Proportion,NA
IR,female,proportion,63.934426229508205,Proportion,NA
IR,female,freq,305,Proportion,NA
IR,female,missing,0,Proportion,NA
IR,insulin,proportion,12.5,Proportion,NA
IR,insulin,freq,304,Proportion,NA
IR,insulin,missing,1,Proportion,NA
IR,metformin,proportion,88.1578947368421,Proportion,NA
IR,metformin,freq,304,Proportion,NA
IR,metformin,missing,1,Proportion,NA
OB,female,proportion,48.031496062992126,Proportion,NA
OB,female,freq,127,Proportion,NA
OB,female,missing,0,Proportion,NA
OB,insulin,proportion,78.57142857142857,Proportion,NA
OB,insulin,freq,126,Proportion,NA
OB,insulin,missing,1,Proportion,NA
OB,metformin,proportion,26.984126984126984,Proportion,NA
OB,metformin,freq,126,Proportion,NA
OB,metformin,missing,1,Proportion,NA
Total,female,proportion,56.38766519823789,Proportion,NA
Total,female,freq,681,Proportion,NA
Total,female,missing,0,Proportion,NA
Total,insulin,proportion,29.646017699115045,Proportion,NA
Total,insulin,freq,678,Proportion,NA
Total,insulin,missing,3,Proportion,NA
Total,metformin,proportion,75.95870206489676,Proportion,NA
Total,metformin,freq,678,Proportion,NA
Total,metformin,missing,3,Proportion,NA
NA,cluster,proportion,100,Grouped,ID
NA,cluster,freq,249,Grouped,ID
NA,cluster,proportion,100,Grouped,IR
NA,cluster,freq,305,Grouped,IR
NA,cluster,proportion,100,Grouped,OB
NA,cluster,freq,127,Grouped,OB
NA,cluster,proportion,100,Grouped,Total
NA,cluster,freq,681,Grouped,Total
ID,study,proportion,58.23293172690763,Grouped,SEARCH
ID,study,freq,145,Grouped,SEARCH
ID,study,proportion,41.76706827309237,Grouped,TODAY
ID,study,freq,104,Grouped,TODAY
IR,study,proportion,29.18032786885246,Grouped,SEARCH
IR,study,freq,89,Grouped,SEARCH
IR,study,proportion,70.81967213114754,Grouped,TODAY
IR,study,freq,216,Grouped,TODAY
OB,study,proportion,86.61417322834646,Grouped,SEARCH
OB,study,freq,110,Grouped,SEARCH
OB,study,proportion,13.385826771653543,Grouped,TODAY
OB,study,freq,17,Grouped,TODAY
Total,study,proportion,50.51395007342144,Grouped,SEARCH
Total,study,freq,344,Grouped,SEARCH
Total,study,proportion,49.48604992657856,Grouped,TODAY
Total,study,freq,337,Grouped,TODAY
ID,dmduration_category,proportion,100,Grouped,<=5 months
ID,dmduration_category,freq,249,Grouped,<=5 months
IR,dmduration_category,proportion,100,Grouped,<=5 months
IR,dmduration_category,freq,305,Grouped,<=5 months
OB,dmduration_category,proportion,100,Grouped,<=5 months
OB,dmduration_category,freq,127,Grouped,<=5 months
Total,dmduration_category,proportion,100,Grouped,<=5 months
Total,dmduration_category,freq,681,Grouped,<=5 months
ID,age_category,proportion,24.096385542168676,Grouped,14-15
ID,age_category,freq,60,Grouped,14-15
ID,age_category,proportion,18.87550200803213,Grouped,<=13
ID,age_category,freq,47,Grouped,<=13
ID,age_category,proportion,57.028112449799195,Grouped,>15
ID,age_category,freq,142,Grouped,>15
IR,age_category,proportion,23.60655737704918,Grouped,14-15
IR,age_category,freq,72,Grouped,14-15
IR,age_category,proportion,45.57377049180328,Grouped,<=13
IR,age_category,freq,139,Grouped,<=13
IR,age_category,proportion,30.81967213114754,Grouped,>15
IR,age_category,freq,94,Grouped,>15
OB,age_category,proportion,19.68503937007874,Grouped,14-15
OB,age_category,freq,25,Grouped,14-15
OB,age_category,proportion,52.75590551181102,Grouped,<=13
OB,age_category,freq,67,Grouped,<=13
OB,age_category,proportion,27.559055118110237,Grouped,>15
OB,age_category,freq,35,Grouped,>15
Total,age_category,proportion,23.05433186490455,Grouped,14-15
Total,age_category,freq,157,Grouped,14-15
Total,age_category,proportion,37.15124816446402,Grouped,<=13
Total,age_category,freq,253,Grouped,<=13
Total,age_category,proportion,39.794419970631424,Grouped,>15
Total,age_category,freq,271,Grouped,>15
ID,race_eth,proportion,29.718875502008032,Grouped,Hispanic
ID,race_eth,freq,74,Grouped,Hispanic
ID,race_eth,proportion,34.136546184738954,Grouped,NH Black
ID,race_eth,freq,85,Grouped,NH Black
ID,race_eth,proportion,8.835341365461847,Grouped,NH Other
ID,race_eth,freq,22,Grouped,NH Other
ID,race_eth,proportion,27.309236947791163,Grouped,NH White
ID,race_eth,freq,68,Grouped,NH White
IR,race_eth,proportion,36.721311475409834,Grouped,Hispanic
IR,race_eth,freq,112,Grouped,Hispanic
IR,race_eth,proportion,27.868852459016395,Grouped,NH Black
IR,race_eth,freq,85,Grouped,NH Black
IR,race_eth,proportion,8.852459016393443,Grouped,NH Other
IR,race_eth,freq,27,Grouped,NH Other
IR,race_eth,proportion,26.557377049180328,Grouped,NH White
IR,race_eth,freq,81,Grouped,NH White
OB,race_eth,proportion,18.89763779527559,Grouped,Hispanic
OB,race_eth,freq,24,Grouped,Hispanic
OB,race_eth,proportion,22.834645669291337,Grouped,NH Black
OB,race_eth,freq,29,Grouped,NH Black
OB,race_eth,proportion,5.511811023622047,Grouped,NH Other
OB,race_eth,freq,7,Grouped,NH Other
OB,race_eth,proportion,52.75590551181102,Grouped,NH White
OB,race_eth,freq,67,Grouped,NH White
Total,race_eth,proportion,30.837004405286343,Grouped,Hispanic
Total,race_eth,freq,210,Grouped,Hispanic
Total,race_eth,proportion,29.22173274596182,Grouped,NH Black
Total,race_eth,freq,199,Grouped,NH Black
Total,race_eth,proportion,8.223201174743025,Grouped,NH Other
Total,race_eth,freq,56,Grouped,NH Other
Total,race_eth,proportion,31.718061674008812,Grouped,NH White
Total,race_eth,freq,216,Grouped,NH White
