sex_cluster,variable,est,value,type,group
Female_ySIDD,sbp,missing,0,Continuous,NA
Female_ySIDD,dbp,mean,75.89351851847222,Continuous,NA
Female_ySIDD,dbp,sd,9.234187976535388,Continuous,NA
Female_ySIDD,dbp,median,74.666666667,Continuous,NA
Female_ySIDD,dbp,q25,69.875,Continuous,NA
Female_ySIDD,dbp,q75,82,Continuous,NA
Female_ySIDD,dbp,min,55.333333333,Continuous,NA
Female_ySIDD,dbp,max,103.33333333,Continuous,NA
Female_ySIDD,dbp,freq,108,Continuous,NA
Female_ySIDD,dbp,missing,0,Continuous,NA
Female_ySIDD,ldlc,mean,98.81111111111112,Continuous,NA
Female_ySIDD,ldlc,sd,29.41154752347888,Continuous,NA
Female_ySIDD,ldlc,median,95,Continuous,NA
Female_ySIDD,ldlc,q25,80,Continuous,NA
Female_ySIDD,ldlc,q75,114,Continuous,NA
Female_ySIDD,ldlc,min,44,Continuous,NA
Female_ySIDD,ldlc,max,231,Continuous,NA
Female_ySIDD,ldlc,freq,108,Continuous,NA
Female_ySIDD,ldlc,missing,0,Continuous,NA
Female_ySIDD,hdlc,mean,39.3537037037037,Continuous,NA
Female_ySIDD,hdlc,sd,7.560873533149805,Continuous,NA
Female_ySIDD,hdlc,median,39,Continuous,NA
Female_ySIDD,hdlc,q25,35,Continuous,NA
Female_ySIDD,hdlc,q75,43.15,Continuous,NA
Female_ySIDD,hdlc,min,20,Continuous,NA
Female_ySIDD,hdlc,max,66,Continuous,NA
Female_ySIDD,hdlc,freq,108,Continuous,NA
Female_ySIDD,hdlc,missing,0,Continuous,NA
Female_ySIDD,totalc,mean,166.47619047619048,Continuous,NA
Female_ySIDD,totalc,sd,38.46654271473989,Continuous,NA
Female_ySIDD,totalc,median,159,Continuous,NA
Female_ySIDD,totalc,q25,141,Continuous,NA
Female_ySIDD,totalc,q75,189,Continuous,NA
Female_ySIDD,totalc,min,89,Continuous,NA
Female_ySIDD,totalc,max,330,Continuous,NA
Female_ySIDD,totalc,freq,105,Continuous,NA
Female_ySIDD,totalc,missing,3,Continuous,NA
Female_ySIDD,insulinf,mean,45.17872340425532,Continuous,NA
Female_ySIDD,insulinf,sd,22.374655073078177,Continuous,NA
Female_ySIDD,insulinf,median,44.9,Continuous,NA
Female_ySIDD,insulinf,q25,30.35,Continuous,NA
Female_ySIDD,insulinf,q75,58.400000000000006,Continuous,NA
Female_ySIDD,insulinf,min,6,Continuous,NA
Female_ySIDD,insulinf,max,99.3,Continuous,NA
Female_ySIDD,insulinf,freq,47,Continuous,NA
Female_ySIDD,insulinf,missing,61,Continuous,NA
Female_ySIDD,tgl,mean,135.17021276595744,Continuous,NA
Female_ySIDD,tgl,sd,75.98836270999034,Continuous,NA
Female_ySIDD,tgl,median,123,Continuous,NA
Female_ySIDD,tgl,q25,80,Continuous,NA
Female_ySIDD,tgl,q75,168,Continuous,NA
Female_ySIDD,tgl,min,46,Continuous,NA
Female_ySIDD,tgl,max,422,Continuous,NA
Female_ySIDD,tgl,freq,47,Continuous,NA
Female_ySIDD,tgl,missing,61,Continuous,NA
Female_ySIDD,glucosef,mean,114.82978723404256,Continuous,NA
Female_ySIDD,glucosef,sd,23.012585544262674,Continuous,NA
Female_ySIDD,glucosef,median,110,Continuous,NA
Female_ySIDD,glucosef,q25,97.5,Continuous,NA
Female_ySIDD,glucosef,q75,132,Continuous,NA
Female_ySIDD,glucosef,min,70,Continuous,NA
Female_ySIDD,glucosef,max,170,Continuous,NA
Female_ySIDD,glucosef,freq,47,Continuous,NA
Female_ySIDD,glucosef,missing,61,Continuous,NA
Female_ySIRD,bmi,mean,30.63756322486207,Continuous,NA
Female_ySIRD,bmi,sd,5.2049364176829584,Continuous,NA
Female_ySIRD,bmi,median,32,Continuous,NA
Female_ySIRD,bmi,q25,27.211114065,Continuous,NA
Female_ySIRD,bmi,q75,33.773660415,Continuous,NA
Female_ySIRD,bmi,min,16.404171149,Continuous,NA
Female_ySIRD,bmi,max,42.335498708,Continuous,NA
Female_ySIRD,bmi,freq,87,Continuous,NA
Female_ySIRD,bmi,missing,0,Continuous,NA
Female_ySIRD,hba1c,mean,7.186206896551724,Continuous,NA
Female_ySIRD,hba1c,sd,1.9669461877573775,Continuous,NA
Female_ySIRD,hba1c,median,6.5,Continuous,NA
Female_ySIRD,hba1c,q25,5.75,Continuous,NA
Female_ySIRD,hba1c,q75,8.1,Continuous,NA
Female_ySIRD,hba1c,min,5,Continuous,NA
Female_ySIRD,hba1c,max,12.8,Continuous,NA
Female_ySIRD,hba1c,freq,87,Continuous,NA
Female_ySIRD,hba1c,missing,0,Continuous,NA
Female_ySIRD,cpeptidef,mean,2.426505747126437,Continuous,NA
Female_ySIRD,cpeptidef,sd,1.0632993942022033,Continuous,NA
Female_ySIRD,cpeptidef,median,2.46,Continuous,NA
Female_ySIRD,cpeptidef,q25,1.83,Continuous,NA
Female_ySIRD,cpeptidef,q75,3.0149999999999997,Continuous,NA
Female_ySIRD,cpeptidef,min,0.11,Continuous,NA
Female_ySIRD,cpeptidef,max,5.28,Continuous,NA
Female_ySIRD,cpeptidef,freq,87,Continuous,NA
Female_ySIRD,cpeptidef,missing,0,Continuous,NA
Female_ySIRD,sbp,mean,110.86015325665517,Continuous,NA
Female_ySIRD,sbp,sd,10.246127193254873,Continuous,NA
Female_ySIRD,sbp,median,111.33333333,Continuous,NA
Female_ySIRD,sbp,q25,104.5,Continuous,NA
Female_ySIRD,sbp,q75,117.75,Continuous,NA
Female_ySIRD,sbp,min,79.333333333,Continuous,NA
Female_ySIRD,sbp,max,134.66666667,Continuous,NA
Female_ySIRD,sbp,freq,87,Continuous,NA
Female_ySIRD,sbp,missing,0,Continuous,NA
Female_ySIRD,dbp,mean,69.33333333337931,Continuous,NA
Female_ySIRD,dbp,sd,8.149840283170978,Continuous,NA
Female_ySIRD,dbp,median,69,Continuous,NA
Female_ySIRD,dbp,q25,63.6666666665,Continuous,NA
Female_ySIRD,dbp,q75,73.5,Continuous,NA
Female_ySIRD,dbp,min,45.333333333,Continuous,NA
Female_ySIRD,dbp,max,89,Continuous,NA
Female_ySIRD,dbp,freq,87,Continuous,NA
Female_ySIRD,dbp,missing,0,Continuous,NA
Female_ySIRD,ldlc,mean,106.86896551724138,Continuous,NA
Female_ySIRD,ldlc,sd,27.119577200281956,Continuous,NA
Female_ySIRD,ldlc,median,106,Continuous,NA
Female_ySIRD,ldlc,q25,90,Continuous,NA
Female_ySIRD,ldlc,q75,124.5,Continuous,NA
Female_ySIRD,ldlc,min,41,Continuous,NA
Female_ySIRD,ldlc,max,188,Continuous,NA
Female_ySIRD,ldlc,freq,87,Continuous,NA
Female_ySIRD,ldlc,missing,0,Continuous,NA
Female_ySIRD,hdlc,mean,48.6,Continuous,NA
Female_ySIRD,hdlc,sd,9.632599687736745,Continuous,NA
Female_ySIRD,hdlc,median,47,Continuous,NA
Female_ySIRD,hdlc,q25,42,Continuous,NA
Female_ySIRD,hdlc,q75,54,Continuous,NA
Female_ySIRD,hdlc,min,31,Continuous,NA
Female_ySIRD,hdlc,max,75,Continuous,NA
Female_ySIRD,hdlc,freq,87,Continuous,NA
Female_ySIRD,hdlc,missing,0,Continuous,NA
Female_ySIRD,totalc,mean,177.86904761904762,Continuous,NA
Female_ySIRD,totalc,sd,31.195373367920606,Continuous,NA
Female_ySIRD,totalc,median,178,Continuous,NA
Female_ySIRD,totalc,q25,157.25,Continuous,NA
Female_ySIRD,totalc,q75,196,Continuous,NA
Female_ySIRD,totalc,min,106,Continuous,NA
Female_ySIRD,totalc,max,245,Continuous,NA
Female_ySIRD,totalc,freq,84,Continuous,NA
Female_ySIRD,totalc,missing,3,Continuous,NA
Female_ySIRD,insulinf,mean,21.59655172413793,Continuous,NA
Female_ySIRD,insulinf,sd,11.109503099297488,Continuous,NA
Female_ySIRD,insulinf,median,17.8,Continuous,NA
Female_ySIRD,insulinf,q25,12.7,Continuous,NA
Female_ySIRD,insulinf,q75,30.4,Continuous,NA
Female_ySIRD,insulinf,min,6.4,Continuous,NA
Female_ySIRD,insulinf,max,50.3,Continuous,NA
Female_ySIRD,insulinf,freq,29,Continuous,NA
Female_ySIRD,insulinf,missing,58,Continuous,NA
Female_ySIRD,tgl,mean,85.06896551724138,Continuous,NA
Female_ySIRD,tgl,sd,42.9459220037103,Continuous,NA
Female_ySIRD,tgl,median,73,Continuous,NA
Female_ySIRD,tgl,q25,53,Continuous,NA
Female_ySIRD,tgl,q75,98,Continuous,NA
Female_ySIRD,tgl,min,39,Continuous,NA
Female_ySIRD,tgl,max,219,Continuous,NA
Female_ySIRD,tgl,freq,29,Continuous,NA
Female_ySIRD,tgl,missing,58,Continuous,NA
Female_ySIRD,glucosef,mean,114,Continuous,NA
Female_ySIRD,glucosef,sd,22.831682248264457,Continuous,NA
Female_ySIRD,glucosef,median,107,Continuous,NA
Female_ySIRD,glucosef,q25,97,Continuous,NA
Female_ySIRD,glucosef,q75,132,Continuous,NA
Female_ySIRD,glucosef,min,76,Continuous,NA
Female_ySIRD,glucosef,max,165,Continuous,NA
Female_ySIRD,glucosef,freq,29,Continuous,NA
Female_ySIRD,glucosef,missing,58,Continuous,NA
Male_yMOD,bmi,mean,33.16354161151695,Continuous,NA
Male_yMOD,bmi,sd,3.8417848660172966,Continuous,NA
Male_yMOD,bmi,median,32.43215,Continuous,NA
Male_yMOD,bmi,q25,32,Continuous,NA
Male_yMOD,bmi,q75,35.73845,Continuous,NA
Male_yMOD,bmi,min,19.965797008,Continuous,NA
Male_yMOD,bmi,max,41.367515481,Continuous,NA
Male_yMOD,bmi,freq,118,Continuous,NA
Male_yMOD,bmi,missing,0,Continuous,NA
Male_yMOD,hba1c,mean,5.822033898305085,Continuous,NA
Male_yMOD,hba1c,sd,0.7587817038218296,Continuous,NA
Male_yMOD,hba1c,median,5.7,Continuous,NA
Male_yMOD,hba1c,q25,5.3,Continuous,NA
Male_yMOD,hba1c,q75,6.175000000000001,Continuous,NA
Male_yMOD,hba1c,min,4.6,Continuous,NA
Male_yMOD,hba1c,max,8.8,Continuous,NA
Male_yMOD,hba1c,freq,118,Continuous,NA
Male_yMOD,hba1c,missing,0,Continuous,NA
Male_yMOD,cpeptidef,mean,3.260372881355932,Continuous,NA
Male_yMOD,cpeptidef,sd,1.2970008784016043,Continuous,NA
Male_yMOD,cpeptidef,median,3.08,Continuous,NA
Male_yMOD,cpeptidef,q25,2.54,Continuous,NA
Male_yMOD,cpeptidef,q75,3.92,Continuous,NA
Male_yMOD,cpeptidef,min,0.7,Continuous,NA
Male_yMOD,cpeptidef,max,8.19,Continuous,NA
Male_yMOD,cpeptidef,freq,118,Continuous,NA
Male_yMOD,cpeptidef,missing,0,Continuous,NA
Male_yMOD,sbp,mean,111.48502824881865,Continuous,NA
Male_yMOD,sbp,sd,9.989759806743757,Continuous,NA
Male_yMOD,sbp,median,111.25,Continuous,NA
Male_yMOD,sbp,q25,105.625,Continuous,NA
Male_yMOD,sbp,q75,119,Continuous,NA
Male_yMOD,sbp,min,86,Continuous,NA
Male_yMOD,sbp,max,134.66666667,Continuous,NA
Male_yMOD,sbp,freq,118,Continuous,NA
Male_yMOD,sbp,missing,0,Continuous,NA
Male_yMOD,dbp,mean,64.81864406778305,Continuous,NA
Male_yMOD,dbp,sd,8.119625015767655,Continuous,NA
Male_yMOD,dbp,median,65,Continuous,NA
Male_yMOD,dbp,q25,59.625,Continuous,NA
Male_yMOD,dbp,q75,69.875,Continuous,NA
Male_yMOD,dbp,min,42,Continuous,NA
Male_yMOD,dbp,max,88,Continuous,NA
Male_yMOD,dbp,freq,118,Continuous,NA
Male_yMOD,dbp,missing,0,Continuous,NA
Male_yMOD,ldlc,mean,80.18305084745762,Continuous,NA
Male_yMOD,ldlc,sd,21.617697344445013,Continuous,NA
Male_yMOD,ldlc,median,79.5,Continuous,NA
Male_yMOD,ldlc,q25,64.25,Continuous,NA
Male_yMOD,ldlc,q75,93.75,Continuous,NA
Male_yMOD,ldlc,min,27,Continuous,NA
Male_yMOD,ldlc,max,144,Continuous,NA
Male_yMOD,ldlc,freq,118,Continuous,NA
Male_yMOD,ldlc,missing,0,Continuous,NA
Male_yMOD,hdlc,mean,35.51525423728813,Continuous,NA
Male_yMOD,hdlc,sd,6.250683752255299,Continuous,NA
Male_yMOD,hdlc,median,34,Continuous,NA
Male_yMOD,hdlc,q25,31,Continuous,NA
Male_yMOD,hdlc,q75,39,Continuous,NA
Male_yMOD,hdlc,min,25,Continuous,NA
Male_yMOD,hdlc,max,56,Continuous,NA
Male_yMOD,hdlc,freq,118,Continuous,NA
Male_yMOD,hdlc,missing,0,Continuous,NA
Male_yMOD,totalc,mean,137.91525423728814,Continuous,NA
Male_yMOD,totalc,sd,27.638254262032536,Continuous,NA
Male_yMOD,totalc,median,135.5,Continuous,NA
Male_yMOD,totalc,q25,120.5,Continuous,NA
Male_yMOD,totalc,q75,151.75,Continuous,NA
Male_yMOD,totalc,min,82,Continuous,NA
Male_yMOD,totalc,max,212,Continuous,NA
Male_yMOD,totalc,freq,118,Continuous,NA
Male_yMOD,totalc,missing,0,Continuous,NA
Male_yMOD,insulinf,mean,24.966666666666665,Continuous,NA
Male_yMOD,insulinf,sd,21.290567160129857,Continuous,NA
Male_yMOD,insulinf,median,21,Continuous,NA
Male_yMOD,insulinf,q25,15.6,Continuous,NA
Male_yMOD,insulinf,q75,27.8,Continuous,NA
Male_yMOD,insulinf,min,4.9,Continuous,NA
Male_yMOD,insulinf,max,169.2,Continuous,NA
Male_yMOD,insulinf,freq,81,Continuous,NA
Male_yMOD,insulinf,missing,37,Continuous,NA
Male_yMOD,tgl,mean,95.93975903614458,Continuous,NA
Male_yMOD,tgl,sd,60.239228244171784,Continuous,NA
Male_yMOD,tgl,median,85,Continuous,NA
Male_yMOD,tgl,q25,62.5,Continuous,NA
Male_yMOD,tgl,q75,106,Continuous,NA
Male_yMOD,tgl,min,30,Continuous,NA
Male_yMOD,tgl,max,428,Continuous,NA
Male_yMOD,tgl,freq,83,Continuous,NA
Male_yMOD,tgl,missing,35,Continuous,NA
Male_yMOD,glucosef,mean,103.83132530120481,Continuous,NA
Male_yMOD,glucosef,sd,19.716787002084583,Continuous,NA
Male_yMOD,glucosef,median,98,Continuous,NA
Male_yMOD,glucosef,q25,93,Continuous,NA
Male_yMOD,glucosef,q75,105.5,Continuous,NA
Male_yMOD,glucosef,min,81,Continuous,NA
Male_yMOD,glucosef,max,214,Continuous,NA
Male_yMOD,glucosef,freq,83,Continuous,NA
Male_yMOD,glucosef,missing,35,Continuous,NA
Male_ySIDD,bmi,mean,39.02084727425807,Continuous,NA
Male_ySIDD,bmi,sd,7.204995207493576,Continuous,NA
Male_ySIDD,bmi,median,38,Continuous,NA
Male_ySIDD,bmi,q25,35.819345462,Continuous,NA
Male_ySIDD,bmi,q75,40.62437333,Continuous,NA
Male_ySIDD,bmi,min,26.765297466,Continuous,NA
Male_ySIDD,bmi,max,89.012019185,Continuous,NA
Male_ySIDD,bmi,freq,93,Continuous,NA
Male_ySIDD,bmi,missing,0,Continuous,NA
Male_ySIDD,hba1c,mean,6.93763440860215,Continuous,NA
Male_ySIDD,hba1c,sd,1.7233002954704082,Continuous,NA
Male_ySIDD,hba1c,median,6.4,Continuous,NA
Male_ySIDD,hba1c,q25,5.9,Continuous,NA
Male_ySIDD,hba1c,q75,7.5,Continuous,NA
Male_ySIDD,hba1c,min,4.7,Continuous,NA
Male_ySIDD,hba1c,max,12.6,Continuous,NA
Male_ySIDD,hba1c,freq,93,Continuous,NA
Male_ySIDD,hba1c,missing,0,Continuous,NA
Male_ySIDD,cpeptidef,mean,5.28,Continuous,NA
Male_ySIDD,cpeptidef,sd,1.9294564451972072,Continuous,NA
Male_ySIDD,cpeptidef,median,5.1,Continuous,NA
Male_ySIDD,cpeptidef,q25,3.9,Continuous,NA
Male_ySIDD,cpeptidef,q75,6.46,Continuous,NA
Male_ySIDD,cpeptidef,min,0.7,Continuous,NA
Male_ySIDD,cpeptidef,max,11.4,Continuous,NA
Male_ySIDD,cpeptidef,freq,93,Continuous,NA
Male_ySIDD,cpeptidef,missing,0,Continuous,NA
Male_ySIDD,sbp,mean,125.67383512537634,Continuous,NA
Male_ySIDD,sbp,sd,9.075432476428482,Continuous,NA
Male_ySIDD,sbp,median,126.5,Continuous,NA
Male_ySIDD,sbp,q25,120,Continuous,NA
Male_ySIDD,sbp,q75,129,Continuous,NA
Male_ySIDD,sbp,min,100,Continuous,NA
Male_ySIDD,sbp,max,150,Continuous,NA
Male_ySIDD,sbp,freq,93,Continuous,NA
Male_ySIDD,sbp,missing,0,Continuous,NA
Male_ySIDD,dbp,mean,75.4032258064086,Continuous,NA
Male_ySIDD,dbp,sd,9.926429933167638,Continuous,NA
Male_ySIDD,dbp,median,75.333333333,Continuous,NA
Male_ySIDD,dbp,q25,69.333333333,Continuous,NA
Male_ySIDD,dbp,q75,80.666666667,Continuous,NA
Male_ySIDD,dbp,min,50.666666667,Continuous,NA
Male_ySIDD,dbp,max,107.33333333,Continuous,NA
Male_ySIDD,dbp,freq,93,Continuous,NA
Male_ySIDD,dbp,missing,0,Continuous,NA
Male_ySIDD,ldlc,mean,96.09032258064516,Continuous,NA
Male_ySIDD,ldlc,sd,26.708775892530518,Continuous,NA
Male_ySIDD,ldlc,median,96,Continuous,NA
Male_ySIDD,ldlc,q25,78,Continuous,NA
Male_ySIDD,ldlc,q75,111,Continuous,NA
Male_ySIDD,ldlc,min,23,Continuous,NA
Male_ySIDD,ldlc,max,161,Continuous,NA
Male_ySIDD,ldlc,freq,93,Continuous,NA
Male_ySIDD,ldlc,missing,0,Continuous,NA
Male_ySIDD,hdlc,mean,33.395698924731185,Continuous,NA
Male_ySIDD,hdlc,sd,7.468192173689092,Continuous,NA
Male_ySIDD,hdlc,median,33,Continuous,NA
Male_ySIDD,hdlc,q25,28,Continuous,NA
Male_ySIDD,hdlc,q75,37,Continuous,NA
Male_ySIDD,hdlc,min,15,Continuous,NA
Male_ySIDD,hdlc,max,57,Continuous,NA
Male_ySIDD,hdlc,freq,93,Continuous,NA
Male_ySIDD,hdlc,missing,0,Continuous,NA
Male_ySIDD,totalc,mean,164.0222222222222,Continuous,NA
Male_ySIDD,totalc,sd,35.567937138799785,Continuous,NA
Male_ySIDD,totalc,median,162.5,Continuous,NA
Male_ySIDD,totalc,q25,143,Continuous,NA
Male_ySIDD,totalc,q75,184,Continuous,NA
Male_ySIDD,totalc,min,54,Continuous,NA
Male_ySIDD,totalc,max,263,Continuous,NA
Male_ySIDD,totalc,freq,90,Continuous,NA
Male_ySIDD,totalc,missing,3,Continuous,NA
Male_ySIDD,insulinf,mean,46.628571428571426,Continuous,NA
Male_ySIDD,insulinf,sd,33.72589833477227,Continuous,NA
Male_ySIDD,insulinf,median,35.7,Continuous,NA
Male_ySIDD,insulinf,q25,29.4,Continuous,NA
Male_ySIDD,insulinf,q75,48.599999999999994,Continuous,NA
Male_ySIDD,insulinf,min,18.2,Continuous,NA
Male_ySIDD,insulinf,max,202.5,Continuous,NA
Male_ySIDD,insulinf,freq,35,Continuous,NA
Male_ySIDD,insulinf,missing,58,Continuous,NA
Male_ySIDD,tgl,mean,146.82857142857142,Continuous,NA
Male_ySIDD,tgl,sd,100.67726120812856,Continuous,NA
Male_ySIDD,tgl,median,118,Continuous,NA
Male_ySIDD,tgl,q25,81.5,Continuous,NA
Male_ySIDD,tgl,q75,189,Continuous,NA
Male_ySIDD,tgl,min,34,Continuous,NA
Male_ySIDD,tgl,max,541,Continuous,NA
Male_ySIDD,tgl,freq,35,Continuous,NA
Male_ySIDD,tgl,missing,58,Continuous,NA
Male_ySIDD,glucosef,mean,114.74285714285715,Continuous,NA
Male_ySIDD,glucosef,sd,22.366391353655466,Continuous,NA
Male_ySIDD,glucosef,median,107,Continuous,NA
Male_ySIDD,glucosef,q25,100.5,Continuous,NA
Male_ySIDD,glucosef,q75,130,Continuous,NA
Male_ySIDD,glucosef,min,84,Continuous,NA
Male_ySIDD,glucosef,max,179,Continuous,NA
Male_ySIDD,glucosef,freq,35,Continuous,NA
Male_ySIDD,glucosef,missing,58,Continuous,NA
Male_ySIRD,bmi,mean,30.306184207509435,Continuous,NA
