study_sex,variable,est,value,type,group
Female_search,ldlc,q25,77,Continuous,NA
Female_search,ldlc,q75,118,Continuous,NA
Female_search,ldlc,min,44,Continuous,NA
Female_search,ldlc,max,231,Continuous,NA
Female_search,ldlc,freq,173,Continuous,NA
Female_search,ldlc,missing,0,Continuous,NA
Female_search,hdlc,mean,41.14682080924855,Continuous,NA
Female_search,hdlc,sd,8.781134227555981,Continuous,NA
Female_search,hdlc,median,41,Continuous,NA
Female_search,hdlc,q25,35,Continuous,NA
Female_search,hdlc,q75,45,Continuous,NA
Female_search,hdlc,min,16,Continuous,NA
Female_search,hdlc,max,65,Continuous,NA
Female_search,hdlc,freq,173,Continuous,NA
Female_search,hdlc,missing,0,Continuous,NA
Female_search,totalc,mean,168.39520958083833,Continuous,NA
Female_search,totalc,sd,39.15476829874109,Continuous,NA
Female_search,totalc,median,167,Continuous,NA
Female_search,totalc,q25,141,Continuous,NA
Female_search,totalc,q75,195,Continuous,NA
Female_search,totalc,min,89,Continuous,NA
Female_search,totalc,max,330,Continuous,NA
Female_search,totalc,freq,167,Continuous,NA
Female_search,totalc,missing,6,Continuous,NA
Female_search,insulinf,mean,NA,Continuous,NA
Female_search,insulinf,sd,NA,Continuous,NA
Female_search,insulinf,median,NA,Continuous,NA
Female_search,insulinf,q25,NA,Continuous,NA
Female_search,insulinf,q75,NA,Continuous,NA
Female_search,insulinf,min,Inf,Continuous,NA
Female_search,insulinf,max,-Inf,Continuous,NA
Female_search,insulinf,freq,0,Continuous,NA
Female_search,insulinf,missing,173,Continuous,NA
Female_search,tgl,mean,NA,Continuous,NA
Female_search,tgl,sd,NA,Continuous,NA
Female_search,tgl,median,NA,Continuous,NA
Female_search,tgl,q25,NA,Continuous,NA
Female_search,tgl,q75,NA,Continuous,NA
Female_search,tgl,min,Inf,Continuous,NA
Female_search,tgl,max,-Inf,Continuous,NA
Female_search,tgl,freq,0,Continuous,NA
Female_search,tgl,missing,173,Continuous,NA
Female_search,glucosef,mean,NA,Continuous,NA
Female_search,glucosef,sd,NA,Continuous,NA
Female_search,glucosef,median,NA,Continuous,NA
Female_search,glucosef,q25,NA,Continuous,NA
Female_search,glucosef,q75,NA,Continuous,NA
Female_search,glucosef,min,Inf,Continuous,NA
Female_search,glucosef,max,-Inf,Continuous,NA
Female_search,glucosef,freq,0,Continuous,NA
Female_search,glucosef,missing,173,Continuous,NA
Female_today,bmi,mean,34.46061921182266,Continuous,NA
Female_today,bmi,sd,2.6348135853941534,Continuous,NA
Female_today,bmi,median,33.249,Continuous,NA
Female_today,bmi,q25,32,Continuous,NA
Female_today,bmi,q75,38,Continuous,NA
Female_today,bmi,min,32,Continuous,NA
Female_today,bmi,max,38,Continuous,NA
Female_today,bmi,freq,203,Continuous,NA
Female_today,bmi,missing,0,Continuous,NA
Female_today,hba1c,mean,5.946798029556651,Continuous,NA
Female_today,hba1c,sd,0.688467298702151,Continuous,NA
Female_today,hba1c,median,5.9,Continuous,NA
Female_today,hba1c,q25,5.5,Continuous,NA
Female_today,hba1c,q75,6.4,Continuous,NA
Female_today,hba1c,min,4.3,Continuous,NA
Female_today,hba1c,max,7.7,Continuous,NA
Female_today,hba1c,freq,203,Continuous,NA
Female_today,hba1c,missing,0,Continuous,NA
Female_today,cpeptidef,mean,3.865605911330049,Continuous,NA
Female_today,cpeptidef,sd,1.5698940881109387,Continuous,NA
Female_today,cpeptidef,median,3.57,Continuous,NA
Female_today,cpeptidef,q25,2.715,Continuous,NA
Female_today,cpeptidef,q75,4.83,Continuous,NA
Female_today,cpeptidef,min,1.17,Continuous,NA
Female_today,cpeptidef,max,8.92,Continuous,NA
Female_today,cpeptidef,freq,203,Continuous,NA
Female_today,cpeptidef,missing,0,Continuous,NA
Female_today,sbp,mean,111.54679802955665,Continuous,NA
Female_today,sbp,sd,10.529497796905872,Continuous,NA
Female_today,sbp,median,111,Continuous,NA
Female_today,sbp,q25,105,Continuous,NA
Female_today,sbp,q75,118,Continuous,NA
Female_today,sbp,min,86,Continuous,NA
Female_today,sbp,max,156.5,Continuous,NA
Female_today,sbp,freq,203,Continuous,NA
Female_today,sbp,missing,0,Continuous,NA
Female_today,dbp,mean,66.79802955665025,Continuous,NA
Female_today,dbp,sd,8.885052307891808,Continuous,NA
Female_today,dbp,median,66,Continuous,NA
Female_today,dbp,q25,61,Continuous,NA
Female_today,dbp,q75,72,Continuous,NA
Female_today,dbp,min,46,Continuous,NA
Female_today,dbp,max,96,Continuous,NA
Female_today,dbp,freq,203,Continuous,NA
Female_today,dbp,missing,0,Continuous,NA
Female_today,ldlc,mean,83.30049261083744,Continuous,NA
Female_today,ldlc,sd,23.43060851957792,Continuous,NA
Female_today,ldlc,median,83,Continuous,NA
Female_today,ldlc,q25,68,Continuous,NA
Female_today,ldlc,q75,99,Continuous,NA
Female_today,ldlc,min,27,Continuous,NA
Female_today,ldlc,max,156,Continuous,NA
Female_today,ldlc,freq,203,Continuous,NA
Female_today,ldlc,missing,0,Continuous,NA
Female_today,hdlc,mean,40.25615763546798,Continuous,NA
Female_today,hdlc,sd,9.274333741636953,Continuous,NA
Female_today,hdlc,median,39,Continuous,NA
Female_today,hdlc,q25,33.5,Continuous,NA
Female_today,hdlc,q75,45,Continuous,NA
Female_today,hdlc,min,26,Continuous,NA
Female_today,hdlc,max,75,Continuous,NA
Female_today,hdlc,freq,203,Continuous,NA
Female_today,hdlc,missing,0,Continuous,NA
Female_today,totalc,mean,144.807881773399,Continuous,NA
Female_today,totalc,sd,27.883021856806366,Continuous,NA
Female_today,totalc,median,145,Continuous,NA
Female_today,totalc,q25,125.5,Continuous,NA
Female_today,totalc,q75,160.5,Continuous,NA
Female_today,totalc,min,77,Continuous,NA
Female_today,totalc,max,242,Continuous,NA
Female_today,totalc,freq,203,Continuous,NA
Female_today,totalc,missing,0,Continuous,NA
Female_today,insulinf,mean,30.011881188118814,Continuous,NA
Female_today,insulinf,sd,19.11613518220201,Continuous,NA
Female_today,insulinf,median,26,Continuous,NA
Female_today,insulinf,q25,15.75,Continuous,NA
Female_today,insulinf,q75,38.849999999999994,Continuous,NA
Female_today,insulinf,min,2.2,Continuous,NA
Female_today,insulinf,max,102,Continuous,NA
Female_today,insulinf,freq,202,Continuous,NA
Female_today,insulinf,missing,1,Continuous,NA
Female_today,tgl,mean,107.15270935960591,Continuous,NA
Female_today,tgl,sd,61.73266646565386,Continuous,NA
Female_today,tgl,median,90,Continuous,NA
Female_today,tgl,q25,64,Continuous,NA
Female_today,tgl,q75,130,Continuous,NA
Female_today,tgl,min,27,Continuous,NA
Female_today,tgl,max,422,Continuous,NA
Female_today,tgl,freq,203,Continuous,NA
Female_today,tgl,missing,0,Continuous,NA
Female_today,glucosef,mean,105.52216748768473,Continuous,NA
Female_today,glucosef,sd,20.606479112583827,Continuous,NA
Female_today,glucosef,median,100,Continuous,NA
Female_today,glucosef,q25,91,Continuous,NA
Female_today,glucosef,q75,115,Continuous,NA
Female_today,glucosef,min,70,Continuous,NA
Female_today,glucosef,max,170,Continuous,NA
Female_today,glucosef,freq,203,Continuous,NA
Female_today,glucosef,missing,0,Continuous,NA
Male_search,bmi,mean,34.657282074330766,Continuous,NA
Male_search,bmi,sd,9.141878385379064,Continuous,NA
Male_search,bmi,median,34.7726099945,Continuous,NA
Male_search,bmi,q25,28.56615813025,Continuous,NA
Male_search,bmi,q75,39.45164381125,Continuous,NA
Male_search,bmi,min,16.547401194,Continuous,NA
Male_search,bmi,max,89.012019185,Continuous,NA
Male_search,bmi,freq,130,Continuous,NA
Male_search,bmi,missing,0,Continuous,NA
Male_search,hba1c,mean,7.114461538461539,Continuous,NA
Male_search,hba1c,sd,1.7895545595943858,Continuous,NA
Male_search,hba1c,median,6.59,Continuous,NA
Male_search,hba1c,q25,5.9,Continuous,NA
Male_search,hba1c,q75,7.7749999999999995,Continuous,NA
Male_search,hba1c,min,4.7,Continuous,NA
Male_search,hba1c,max,12.6,Continuous,NA
Male_search,hba1c,freq,130,Continuous,NA
Male_search,hba1c,missing,0,Continuous,NA
Male_search,cpeptidef,mean,3.804723076923077,Continuous,NA
Male_search,cpeptidef,sd,2.2726827640423015,Continuous,NA
Male_search,cpeptidef,median,3.385,Continuous,NA
Male_search,cpeptidef,q25,2.1025,Continuous,NA
Male_search,cpeptidef,q75,4.955,Continuous,NA
Male_search,cpeptidef,min,0.57,Continuous,NA
Male_search,cpeptidef,max,11.4,Continuous,NA
Male_search,cpeptidef,freq,130,Continuous,NA
Male_search,cpeptidef,missing,0,Continuous,NA
Male_search,sbp,mean,118.81589743615847,Continuous,NA
Male_search,sbp,sd,12.175107132327783,Continuous,NA
Male_search,sbp,median,119.33333333,Continuous,NA
Male_search,sbp,q25,110.833333335,Continuous,NA
Male_search,sbp,q75,127.166666665,Continuous,NA
Male_search,sbp,min,86.666666667,Continuous,NA
Male_search,sbp,max,150,Continuous,NA
Male_search,sbp,freq,130,Continuous,NA
Male_search,sbp,missing,0,Continuous,NA
Male_search,dbp,mean,73.16102564098769,Continuous,NA
Male_search,dbp,sd,10.695242036162094,Continuous,NA
Male_search,dbp,median,73.1333333332,Continuous,NA
Male_search,dbp,q25,66.8333333335,Continuous,NA
Male_search,dbp,q75,80,Continuous,NA
Male_search,dbp,min,50.666666667,Continuous,NA
Male_search,dbp,max,107.33333333,Continuous,NA
Male_search,dbp,freq,130,Continuous,NA
Male_search,dbp,missing,0,Continuous,NA
Male_search,ldlc,mean,99.23384615384616,Continuous,NA
Male_search,ldlc,sd,30.544699876063337,Continuous,NA
Male_search,ldlc,median,96.5,Continuous,NA
Male_search,ldlc,q25,80.25,Continuous,NA
Male_search,ldlc,q75,115.75,Continuous,NA
Male_search,ldlc,min,45,Continuous,NA
Male_search,ldlc,max,206,Continuous,NA
Male_search,ldlc,freq,130,Continuous,NA
Male_search,ldlc,missing,0,Continuous,NA
Male_search,hdlc,mean,37.49846153846154,Continuous,NA
Male_search,hdlc,sd,9.726914507275294,Continuous,NA
Male_search,hdlc,median,36,Continuous,NA
Male_search,hdlc,q25,31,Continuous,NA
Male_search,hdlc,q75,42.75,Continuous,NA
Male_search,hdlc,min,15,Continuous,NA
Male_search,hdlc,max,72,Continuous,NA
Male_search,hdlc,freq,130,Continuous,NA
Male_search,hdlc,missing,0,Continuous,NA
Male_search,totalc,mean,168.6535433070866,Continuous,NA
Male_search,totalc,sd,39.705738650600324,Continuous,NA
Male_search,totalc,median,165,Continuous,NA
Male_search,totalc,q25,139,Continuous,NA
Male_search,totalc,q75,187.5,Continuous,NA
Male_search,totalc,min,93,Continuous,NA
Male_search,totalc,max,326,Continuous,NA
Male_search,totalc,freq,127,Continuous,NA
Male_search,totalc,missing,3,Continuous,NA
Male_search,insulinf,mean,NA,Continuous,NA
Male_search,insulinf,sd,NA,Continuous,NA
Male_search,insulinf,median,NA,Continuous,NA
Male_search,insulinf,q25,NA,Continuous,NA
Male_search,insulinf,q75,NA,Continuous,NA
Male_search,insulinf,min,Inf,Continuous,NA
Male_search,insulinf,max,-Inf,Continuous,NA
Male_search,insulinf,freq,0,Continuous,NA
Male_search,insulinf,missing,130,Continuous,NA
Male_search,tgl,mean,NA,Continuous,NA
Male_search,tgl,sd,NA,Continuous,NA
Male_search,tgl,median,NA,Continuous,NA
Male_search,tgl,q25,NA,Continuous,NA
Male_search,tgl,q75,NA,Continuous,NA
Male_search,tgl,min,Inf,Continuous,NA
Male_search,tgl,max,-Inf,Continuous,NA
Male_search,tgl,freq,0,Continuous,NA
Male_search,tgl,missing,130,Continuous,NA
Male_search,glucosef,mean,NA,Continuous,NA
Male_search,glucosef,sd,NA,Continuous,NA
Male_search,glucosef,median,NA,Continuous,NA
Male_search,glucosef,q25,NA,Continuous,NA
Male_search,glucosef,q75,NA,Continuous,NA
Male_search,glucosef,min,Inf,Continuous,NA
Male_search,glucosef,max,-Inf,Continuous,NA
Male_search,glucosef,freq,0,Continuous,NA
Male_search,glucosef,missing,130,Continuous,NA
Male_today,bmi,mean,34.64938656716418,Continuous,NA
Male_today,bmi,sd,2.563684951108464,Continuous,NA
Male_today,bmi,median,34.5115,Continuous,NA
Male_today,bmi,q25,32,Continuous,NA
Male_today,bmi,q75,37.950775,Continuous,NA
Male_today,bmi,min,32,Continuous,NA
Male_today,bmi,max,38,Continuous,NA
Male_today,bmi,freq,134,Continuous,NA
Male_today,bmi,missing,0,Continuous,NA
Male_today,hba1c,mean,5.861194029850746,Continuous,NA
Male_today,hba1c,sd,0.6685086586806537,Continuous,NA
Male_today,hba1c,median,5.8,Continuous,NA
Male_today,hba1c,q25,5.4,Continuous,NA
Male_today,hba1c,q75,6.2,Continuous,NA
Male_today,hba1c,min,4.6,Continuous,NA
Male_today,hba1c,max,7.9,Continuous,NA
Male_today,hba1c,freq,134,Continuous,NA
Male_today,hba1c,missing,0,Continuous,NA
Male_today,cpeptidef,mean,3.697910447761194,Continuous,NA
Male_today,cpeptidef,sd,1.5356603608219488,Continuous,NA
Male_today,cpeptidef,median,3.515,Continuous,NA
Male_today,cpeptidef,q25,2.7125000000000004,Continuous,NA
Male_today,cpeptidef,q75,4.3925,Continuous,NA
Male_today,cpeptidef,min,1.04,Continuous,NA
Male_today,cpeptidef,max,8.6,Continuous,NA
Male_today,cpeptidef,freq,134,Continuous,NA
Male_today,cpeptidef,missing,0,Continuous,NA
Male_today,sbp,mean,115.29850746268657,Continuous,NA
Male_today,sbp,sd,10.501184931884026,Continuous,NA
Male_today,sbp,median,116,Continuous,NA
Male_today,sbp,q25,109,Continuous,NA
Male_today,sbp,q75,122.5,Continuous,NA
Male_today,sbp,min,86,Continuous,NA
Male_today,sbp,max,142,Continuous,NA
Male_today,sbp,freq,134,Continuous,NA
Male_today,sbp,missing,0,Continuous,NA
Male_today,dbp,mean,66.50373134328358,Continuous,NA
Male_today,dbp,sd,8.23217972136632,Continuous,NA
Male_today,dbp,median,66.5,Continuous,NA
Male_today,dbp,q25,61,Continuous,NA
Male_today,dbp,q75,72.375,Continuous,NA
Male_today,dbp,min,42,Continuous,NA
Male_today,dbp,max,85.5,Continuous,NA
Male_today,dbp,freq,134,Continuous,NA
Male_today,dbp,missing,0,Continuous,NA
Male_today,ldlc,mean,83.57910447761193,Continuous,NA
Male_today,ldlc,sd,24.668999981642255,Continuous,NA
Male_today,ldlc,median,81,Continuous,NA
Male_today,ldlc,q25,67.25,Continuous,NA
Male_today,ldlc,q75,100.5,Continuous,NA
Male_today,ldlc,min,23,Continuous,NA
Male_today,ldlc,max,153,Continuous,NA
Male_today,ldlc,freq,134,Continuous,NA
Male_today,ldlc,missing,0,Continuous,NA
Male_today,hdlc,mean,36.78955223880597,Continuous,NA
Male_today,hdlc,sd,8.16581236175102,Continuous,NA
Male_today,hdlc,median,35,Continuous,NA
Male_today,hdlc,q25,31,Continuous,NA
Male_today,hdlc,q75,42.75,Continuous,NA
Male_today,hdlc,min,17,Continuous,NA
Male_today,hdlc,max,64,Continuous,NA
Male_today,hdlc,freq,134,Continuous,NA
Male_today,hdlc,missing,0,Continuous,NA
Male_today,totalc,mean,141.32835820895522,Continuous,NA
Male_today,totalc,sd,29.74194175806103,Continuous,NA
Male_today,totalc,median,140,Continuous,NA
Male_today,totalc,q25,122.25,Continuous,NA
Male_today,totalc,q75,158.75,Continuous,NA
Male_today,totalc,min,54,Continuous,NA
Male_today,totalc,max,220,Continuous,NA
Male_today,totalc,freq,134,Continuous,NA
Male_today,totalc,missing,0,Continuous,NA
Male_today,insulinf,mean,30.33969465648855,Continuous,NA
Male_today,insulinf,sd,26.2591220176307,Continuous,NA
Male_today,insulinf,median,24.7,Continuous,NA
Male_today,insulinf,q25,17.55,Continuous,NA
Male_today,insulinf,q75,34.05,Continuous,NA
Male_today,insulinf,min,4.9,Continuous,NA
Male_today,insulinf,max,202.5,Continuous,NA
Male_today,insulinf,freq,131,Continuous,NA
Male_today,insulinf,missing,3,Continuous,NA
Male_today,tgl,mean,108.53731343283582,Continuous,NA
Male_today,tgl,sd,74.64851540974185,Continuous,NA
Male_today,tgl,median,87.5,Continuous,NA
Male_today,tgl,q25,65,Continuous,NA
Male_today,tgl,q75,123.75,Continuous,NA
Male_today,tgl,min,30,Continuous,NA
Male_today,tgl,max,541,Continuous,NA
Male_today,tgl,freq,134,Continuous,NA
Male_today,tgl,missing,0,Continuous,NA
Male_today,glucosef,mean,107.88059701492537,Continuous,NA
Male_today,glucosef,sd,22.423485531921475,Continuous,NA
Male_today,glucosef,median,101,Continuous,NA
Male_today,glucosef,q25,93.25,Continuous,NA
Male_today,glucosef,q75,118.5,Continuous,NA
Male_today,glucosef,min,74,Continuous,NA
Male_today,glucosef,max,214,Continuous,NA
Male_today,glucosef,freq,134,Continuous,NA
Male_today,glucosef,missing,0,Continuous,NA
Total,bmi,mean,34.553375156253125,Continuous,NA
Total,bmi,sd,6.463222834037052,Continuous,NA
Total,bmi,median,33.906100743,Continuous,NA
Total,bmi,q25,32,Continuous,NA
Total,bmi,q75,38,Continuous,NA
Total,bmi,min,16.404171149,Continuous,NA
Total,bmi,max,89.012019185,Continuous,NA
Total,bmi,freq,640,Continuous,NA
Total,bmi,missing,0,Continuous,NA
Total,hba1c,mean,6.44059375,Continuous,NA
Total,hba1c,sd,1.4506691426590779,Continuous,NA
Total,hba1c,median,6,Continuous,NA
Total,hba1c,q25,5.5,Continuous,NA
Total,hba1c,q75,6.8,Continuous,NA
Total,hba1c,min,4.3,Continuous,NA
Total,hba1c,max,12.8,Continuous,NA
Total,hba1c,freq,640,Continuous,NA
Total,hba1c,missing,0,Continuous,NA
Total,cpeptidef,mean,3.78130625,Continuous,NA
Total,cpeptidef,sd,1.834091170715373,Continuous,NA
Total,cpeptidef,median,3.5,Continuous,NA
Total,cpeptidef,q25,2.5549999999999997,Continuous,NA
Total,cpeptidef,q75,4.8,Continuous,NA
Total,cpeptidef,min,0.11,Continuous,NA
Total,cpeptidef,max,11.4,Continuous,NA
Total,cpeptidef,freq,640,Continuous,NA
Total,cpeptidef,missing,0,Continuous,NA
Total,sbp,mean,114.2696875001022,Continuous,NA
Total,sbp,sd,11.60201677113281,Continuous,NA
Total,sbp,median,113.5,Continuous,NA
Total,sbp,q25,106.66666667,Continuous,NA
Total,sbp,q75,121.33333333,Continuous,NA
Total,sbp,min,79.333333333,Continuous,NA
Total,sbp,max,156.5,Continuous,NA
Total,sbp,freq,640,Continuous,NA
Total,sbp,missing,0,Continuous,NA
Total,dbp,mean,69.04359374999343,Continuous,NA
Total,dbp,sd,9.7500148567718945,Continuous,NA
Total,dbp,median,68.666666667,Continuous,NA
Total,dbp,q25,62,Continuous,NA
Total,dbp,q75,75,Continuous,NA
Total,dbp,min,42,Continuous,NA
Total,dbp,max,107.33333333,Continuous,NA
Total,dbp,freq,640,Continuous,NA
Total,dbp,missing,0,Continuous,NA
Total,ldlc,mean,91.0846875,Continuous,NA
Total,ldlc,sd,28.233566686696047,Continuous,NA
Total,ldlc,median,88,Continuous,NA
Total,ldlc,q25,71,Continuous,NA
Total,ldlc,q75,108,Continuous,NA
Total,ldlc,min,23,Continuous,NA
Total,ldlc,max,231,Continuous,NA
Total,ldlc,freq,640,Continuous,NA
Total,ldlc,missing,0,Continuous,NA
Total,hdlc,mean,39.2109375,Continuous,NA
Total,hdlc,sd,9.171286367920807,Continuous,NA
Total,hdlc,median,38,Continuous,NA
Total,hdlc,q25,33,Continuous,NA
Total,hdlc,q75,44,Continuous,NA
Total,hdlc,min,15,Continuous,NA
Total,hdlc,max,75,Continuous,NA
Total,hdlc,freq,640,Continuous,NA
Total,hdlc,missing,0,Continuous,NA
Total,totalc,mean,155.1109350237718,Continuous,NA
Total,totalc,sd,36.24436977728974,Continuous,NA
Total,totalc,median,151,Continuous,NA
Total,totalc,q25,130,Continuous,NA
Total,totalc,q75,176.5,Continuous,NA
Total,totalc,min,54,Continuous,NA
Total,totalc,max,330,Continuous,NA
Total,totalc,freq,631,Continuous,NA
Total,totalc,missing,9,Continuous,NA
Total,insulinf,mean,30.14084084084084,Continuous,NA
Total,insulinf,sd,22.16447856671189,Continuous,NA
Total,insulinf,median,25.3,Continuous,NA
Total,insulinf,q25,17.2,Continuous,NA
Total,insulinf,q75,36.6,Continuous,NA
Total,insulinf,min,2.2,Continuous,NA
Total,insulinf,max,202.5,Continuous,NA
Total,insulinf,freq,333,Continuous,NA
Total,insulinf,missing,307,Continuous,NA
Total,tgl,mean,107.70326409495549,Continuous,NA
Total,tgl,sd,67.06185680491927,Continuous,NA
Total,tgl,median,89,Continuous,NA
Total,tgl,q25,64,Continuous,NA
Total,tgl,q75,130,Continuous,NA
Total,tgl,min,27,Continuous,NA
Total,tgl,max,541,Continuous,NA
Total,tgl,freq,337,Continuous,NA
Total,tgl,missing,303,Continuous,NA
Total,glucosef,mean,106.45994065281899,Continuous,NA
Total,glucosef,sd,21.345911647059875,Continuous,NA
Total,glucosef,median,101,Continuous,NA
Total,glucosef,q25,92,Continuous,NA
Total,glucosef,q75,116,Continuous,NA
Total,glucosef,min,70,Continuous,NA
Total,glucosef,max,214,Continuous,NA
Total,glucosef,freq,337,Continuous,NA
Total,glucosef,missing,303,Continuous,NA
Female_search,female,proportion,100,Proportion,NA
Female_search,female,freq,173,Proportion,NA
Female_search,female,missing,0,Proportion,NA
Female_search,insulin,proportion,46.51162790697674,Proportion,NA
Female_search,insulin,freq,172,Proportion,NA
Female_search,insulin,missing,1,Proportion,NA
Female_search,metformin,proportion,68.02325581395348,Proportion,NA
Female_search,metformin,freq,172,Proportion,NA
Female_search,metformin,missing,1,Proportion,NA
Female_today,female,proportion,100,Proportion,NA
Female_today,female,freq,203,Proportion,NA
Female_today,female,missing,0,Proportion,NA
Female_today,insulin,proportion,0,Proportion,NA
Female_today,insulin,freq,203,Proportion,NA
Female_today,insulin,missing,0,Proportion,NA
Female_today,metformin,proportion,100,Proportion,NA
Female_today,metformin,freq,203,Proportion,NA
Female_today,metformin,missing,0,Proportion,NA
Male_search,female,proportion,0,Proportion,NA
Male_search,female,freq,130,Proportion,NA
Male_search,female,missing,0,Proportion,NA
Male_search,insulin,proportion,41.86046511627907,Proportion,NA
Male_search,insulin,freq,129,Proportion,NA
Male_search,insulin,missing,1,Proportion,NA
Male_search,metformin,proportion,70.54263565891473,Proportion,NA
Male_search,metformin,freq,129,Proportion,NA
Male_search,metformin,missing,1,Proportion,NA
Male_today,female,proportion,0,Proportion,NA
Male_today,female,freq,134,Proportion,NA
Male_today,female,missing,0,Proportion,NA
Male_today,insulin,proportion,0,Proportion,NA
Male_today,insulin,freq,134,Proportion,NA
Male_today,insulin,missing,0,Proportion,NA
Male_today,metformin,proportion,100,Proportion,NA
Male_today,metformin,freq,134,Proportion,NA
Male_today,metformin,missing,0,Proportion,NA
Total,female,proportion,58.75,Proportion,NA
Total,female,freq,640,Proportion,NA
Total,female,missing,0,Proportion,NA
Total,insulin,proportion,21.003134796238246,Proportion,NA
Total,insulin,freq,638,Proportion,NA
Total,insulin,missing,2,Proportion,NA
Total,metformin,proportion,85.42319749216301,Proportion,NA
Total,metformin,freq,638,Proportion,NA
Total,metformin,missing,2,Proportion,NA
Female_search,cluster,proportion,31.213872832369944,Grouped,yMOD
Female_search,cluster,freq,54,Grouped,yMOD
Female_search,cluster,proportion,35.26011560693642,Grouped,ySIDD
Female_search,cluster,freq,61,Grouped,ySIDD
Female_search,cluster,proportion,33.52601156069364,Grouped,ySIRD
Female_search,cluster,freq,58,Grouped,ySIRD
Female_today,cluster,proportion,62.5615763546798,Grouped,yMOD
Female_today,cluster,freq,127,Grouped,yMOD
Female_today,cluster,proportion,23.15270935960591,Grouped,ySIDD
Female_today,cluster,freq,47,Grouped,ySIDD
Female_today,cluster,proportion,14.285714285714286,Grouped,ySIRD
Female_today,cluster,freq,29,Grouped,ySIRD
Male_search,cluster,proportion,26.923076923076923,Grouped,yMOD
Male_search,cluster,freq,35,Grouped,yMOD
Male_search,cluster,proportion,44.61538461538461,Grouped,ySIDD
Male_search,cluster,freq,58,Grouped,ySIDD
Male_search,cluster,proportion,28.46153846153846,Grouped,ySIRD
Male_search,cluster,freq,37,Grouped,ySIRD
Male_today,cluster,proportion,61.940298507462686,Grouped,yMOD
Male_today,cluster,freq,83,Grouped,yMOD
Male_today,cluster,proportion,26.119402985074625,Grouped,ySIDD
Male_today,cluster,freq,35,Grouped,ySIDD
Male_today,cluster,proportion,11.940298507462687,Grouped,ySIRD
Male_today,cluster,freq,16,Grouped,ySIRD
Total,cluster,proportion,46.71875,Grouped,yMOD
Total,cluster,freq,299,Grouped,yMOD
Total,cluster,proportion,31.40625,Grouped,ySIDD
Total,cluster,freq,201,Grouped,ySIDD
Total,cluster,proportion,21.875,Grouped,ySIRD
Total,cluster,freq,140,Grouped,ySIRD
Female_search,study,proportion,100,Grouped,SEARCH
Female_search,study,freq,173,Grouped,SEARCH
Female_today,study,proportion,100,Grouped,TODAY
Female_today,study,freq,203,Grouped,TODAY
Male_search,study,proportion,100,Grouped,SEARCH
Male_search,study,freq,130,Grouped,SEARCH
Male_today,study,proportion,100,Grouped,TODAY
Male_today,study,freq,134,Grouped,TODAY
Total,study,proportion,47.34375,Grouped,SEARCH
Total,study,freq,303,Grouped,SEARCH
Total,study,proportion,52.65625,Grouped,TODAY
