term,estimate,std.error,statistic,p.value,outcome
clusterySIDD,0.6355122418117151,0.16937858713230078,14.077671594389892,1.7541383300978541e-4,combined_abnormal_nstudy
clusterySIRD,0.5436019430001697,0.15058014601572595,13.032465168083471,3.061373059589645e-4,combined_abnormal_nstudy
age_category>15,0.3572705766676277,0.13688309546954397,6.812317274060764,0.009053120671668524,combined_abnormal_nstudy
age_category14-15,-0.22270169127576572,0.197339964657211,1.2735527509796716,0.25910124284764213,combined_abnormal_nstudy
female,-0.01726635539335576,0.1291206383515805,0.01788175015391101,0.8936218849498444,combined_abnormal_nstudy
race_ethNH Black,0.13608123253696092,0.14586420274190226,0.8703601997058984,0.35085560944694616,combined_abnormal_nstudy
race_ethHispanic,-0.3399583247792266,0.19640247872819094,2.996107776655749,0.08346481120258564,combined_abnormal_nstudy
race_ethNH Other,-0.11897252003037115,0.2494795681140478,0.2274172242243315,0.6334455661098053,combined_abnormal_nstudy
(Intercept),-2.147513706212958,0.17774213909687175,145.97923507124935,0,unadjusted survey_abnormal
clusterySIDD,-0.08467963628750315,0.3783837276182309,0.050083314812962756,0.8229183631837238,unadjusted survey_abnormal
clusterySIRD,0.17934422141004697,0.2752311806649888,0.4245995305740003,0.5146508449724732,unadjusted survey_abnormal
(Intercept),-1.7905965863117288,0.15602959941327424,131.69870889705803,0,unadjusted exam_abnormal
clusterySIDD,1.0038603413627618,0.2004487298478493,25.080718697789347,5.497986468316896e-7,unadjusted exam_abnormal
clusterySIRD,0.833904632341085,0.18957092184392008,19.350372456812632,1.0879802265995053e-5,unadjusted exam_abnormal
(Intercept),-1.438180072397946,0.11926357216665819,145.41556912545866,0,unadjusted combined_abnormal
clusterySIDD,0.7041162025612526,0.16862419860996836,17.436081035289394,2.9713198580361144e-5,unadjusted combined_abnormal
clusterySIRD,0.6485262693655743,0.15048974972009546,18.571257210933304,1.636698190699004e-5,unadjusted combined_abnormal
