sex_cluster,variable,est,value,type,group
Female_yMOD,dbp,q25,59.5,Continuous,NA
Female_yMOD,dbp,q75,69,Continuous,NA
Female_yMOD,dbp,min,46,Continuous,NA
Female_yMOD,dbp,max,80.666666667,Continuous,NA
Female_yMOD,dbp,freq,189,Continuous,NA
Female_yMOD,dbp,missing,0,Continuous,NA
Female_yMOD,ldlc,mean,80.03174603174604,Continuous,NA
Female_yMOD,ldlc,sd,21.46147086081532,Continuous,NA
Female_yMOD,ldlc,median,79,Continuous,NA
Female_yMOD,ldlc,q25,64,Continuous,NA
Female_yMOD,ldlc,q75,96,Continuous,NA
Female_yMOD,ldlc,min,27,Continuous,NA
Female_yMOD,ldlc,max,137,Continuous,NA
Female_yMOD,ldlc,freq,189,Continuous,NA
Female_yMOD,ldlc,missing,0,Continuous,NA
Female_yMOD,hdlc,mean,37.8,Continuous,NA
Female_yMOD,hdlc,sd,7.445604157930755,Continuous,NA
Female_yMOD,hdlc,median,37,Continuous,NA
Female_yMOD,hdlc,q25,33,Continuous,NA
Female_yMOD,hdlc,q75,42,Continuous,NA
Female_yMOD,hdlc,min,16,Continuous,NA
Female_yMOD,hdlc,max,67,Continuous,NA
Female_yMOD,hdlc,freq,189,Continuous,NA
Female_yMOD,hdlc,missing,0,Continuous,NA
Female_yMOD,totalc,mean,140.76470588235293,Continuous,NA
Female_yMOD,totalc,sd,26.67704573474094,Continuous,NA
Female_yMOD,totalc,median,140,Continuous,NA
Female_yMOD,totalc,q25,120,Continuous,NA
Female_yMOD,totalc,q75,157.5,Continuous,NA
Female_yMOD,totalc,min,77,Continuous,NA
Female_yMOD,totalc,max,242,Continuous,NA
Female_yMOD,totalc,freq,187,Continuous,NA
Female_yMOD,totalc,missing,2,Continuous,NA
Female_yMOD,insulinf,mean,26.948529411764707,Continuous,NA
Female_yMOD,insulinf,sd,16.701545660536343,Continuous,NA
Female_yMOD,insulinf,median,22.95,Continuous,NA
Female_yMOD,insulinf,q25,14.975,Continuous,NA
Female_yMOD,insulinf,q75,35.449999999999996,Continuous,NA
Female_yMOD,insulinf,min,2.2,Continuous,NA
Female_yMOD,insulinf,max,102,Continuous,NA
Female_yMOD,insulinf,freq,136,Continuous,NA
Female_yMOD,insulinf,missing,53,Continuous,NA
Female_yMOD,tgl,mean,102.96350364963503,Continuous,NA
Female_yMOD,tgl,sd,56.403406337363236,Continuous,NA
Female_yMOD,tgl,median,88,Continuous,NA
Female_yMOD,tgl,q25,64,Continuous,NA
Female_yMOD,tgl,q75,126,Continuous,NA
Female_yMOD,tgl,min,27,Continuous,NA
Female_yMOD,tgl,max,366,Continuous,NA
Female_yMOD,tgl,freq,137,Continuous,NA
Female_yMOD,tgl,missing,52,Continuous,NA
Female_yMOD,glucosef,mean,100.44525547445255,Continuous,NA
Female_yMOD,glucosef,sd,17.042731635177052,Continuous,NA
Female_yMOD,glucosef,median,96,Continuous,NA
Female_yMOD,glucosef,q25,89,Continuous,NA
Female_yMOD,glucosef,q75,109,Continuous,NA
Female_yMOD,glucosef,min,70,Continuous,NA
Female_yMOD,glucosef,max,162,Continuous,NA
Female_yMOD,glucosef,freq,137,Continuous,NA
Female_yMOD,glucosef,missing,52,Continuous,NA
Female_ySIDD,bmi,mean,30.599503058125,Continuous,NA
Female_ySIDD,bmi,sd,4.763394982235022,Continuous,NA
Female_ySIDD,bmi,median,31.489722993500003,Continuous,NA
Female_ySIDD,bmi,q25,27.566592222249998,Continuous,NA
Female_ySIDD,bmi,q75,32.3285365085,Continuous,NA
Female_ySIDD,bmi,min,17.400568182,Continuous,NA
Female_ySIDD,bmi,max,42.516937807,Continuous,NA
Female_ySIDD,bmi,freq,72,Continuous,NA
Female_ySIDD,bmi,missing,0,Continuous,NA
Female_ySIDD,hba1c,mean,7.8902777777777775,Continuous,NA
Female_ySIDD,hba1c,sd,2.349957130098767,Continuous,NA
Female_ySIDD,hba1c,median,7.45,Continuous,NA
Female_ySIDD,hba1c,q25,5.8,Continuous,NA
Female_ySIDD,hba1c,q75,9.075,Continuous,NA
Female_ySIDD,hba1c,min,5.1,Continuous,NA
Female_ySIDD,hba1c,max,15,Continuous,NA
Female_ySIDD,hba1c,freq,72,Continuous,NA
Female_ySIDD,hba1c,missing,0,Continuous,NA
Female_ySIDD,cpeptidef,mean,2.3716944444444445,Continuous,NA
Female_ySIDD,cpeptidef,sd,1.0913942838340334,Continuous,NA
Female_ySIDD,cpeptidef,median,2.41,Continuous,NA
Female_ySIDD,cpeptidef,q25,1.7,Continuous,NA
Female_ySIDD,cpeptidef,q75,3.04,Continuous,NA
Female_ySIDD,cpeptidef,min,0.11,Continuous,NA
Female_ySIDD,cpeptidef,max,5.41,Continuous,NA
Female_ySIDD,cpeptidef,freq,72,Continuous,NA
Female_ySIDD,cpeptidef,missing,0,Continuous,NA
Female_ySIDD,sbp,mean,109.23148148120833,Continuous,NA
Female_ySIDD,sbp,sd,10.319298190342128,Continuous,NA
Female_ySIDD,sbp,median,110,Continuous,NA
Female_ySIDD,sbp,q25,102,Continuous,NA
Female_ySIDD,sbp,q75,116.833333335,Continuous,NA
Female_ySIDD,sbp,min,87.333333333,Continuous,NA
Female_ySIDD,sbp,max,134.66666667,Continuous,NA
Female_ySIDD,sbp,freq,72,Continuous,NA
Female_ySIDD,sbp,missing,0,Continuous,NA
Female_ySIDD,dbp,mean,67.50000000001388,Continuous,NA
Female_ySIDD,dbp,sd,7.444736406128844,Continuous,NA
Female_ySIDD,dbp,median,68,Continuous,NA
Female_ySIDD,dbp,q25,61.5,Continuous,NA
Female_ySIDD,dbp,q75,71.49999999975,Continuous,NA
Female_ySIDD,dbp,min,45.333333333,Continuous,NA
Female_ySIDD,dbp,max,86,Continuous,NA
Female_ySIDD,dbp,freq,72,Continuous,NA
Female_ySIDD,dbp,missing,0,Continuous,NA
Female_ySIDD,ldlc,mean,108.57222222222222,Continuous,NA
Female_ySIDD,ldlc,sd,29.873372298034315,Continuous,NA
Female_ySIDD,ldlc,median,112.5,Continuous,NA
Female_ySIDD,ldlc,q25,86,Continuous,NA
Female_ySIDD,ldlc,q75,129,Continuous,NA
Female_ySIDD,ldlc,min,40,Continuous,NA
Female_ySIDD,ldlc,max,190,Continuous,NA
Female_ySIDD,ldlc,freq,72,Continuous,NA
Female_ySIDD,ldlc,missing,0,Continuous,NA
Female_ySIDD,hdlc,mean,48.05555555555556,Continuous,NA
Female_ySIDD,hdlc,sd,9.805731133744828,Continuous,NA
Female_ySIDD,hdlc,median,47.5,Continuous,NA
Female_ySIDD,hdlc,q25,41.45,Continuous,NA
Female_ySIDD,hdlc,q75,53.25,Continuous,NA
Female_ySIDD,hdlc,min,31,Continuous,NA
Female_ySIDD,hdlc,max,75,Continuous,NA
Female_ySIDD,hdlc,freq,72,Continuous,NA
Female_ySIDD,hdlc,missing,0,Continuous,NA
Female_ySIDD,totalc,mean,181.3913043478261,Continuous,NA
Female_ySIDD,totalc,sd,35.09240633095979,Continuous,NA
Female_ySIDD,totalc,median,181,Continuous,NA
Female_ySIDD,totalc,q25,158,Continuous,NA
Female_ySIDD,totalc,q75,208,Continuous,NA
Female_ySIDD,totalc,min,106,Continuous,NA
Female_ySIDD,totalc,max,277,Continuous,NA
Female_ySIDD,totalc,freq,69,Continuous,NA
Female_ySIDD,totalc,missing,3,Continuous,NA
Female_ySIDD,insulinf,mean,19.38421052631579,Continuous,NA
Female_ySIDD,insulinf,sd,10.13559531540505,Continuous,NA
Female_ySIDD,insulinf,median,16.2,Continuous,NA
Female_ySIDD,insulinf,q25,12.05,Continuous,NA
Female_ySIDD,insulinf,q75,25.35,Continuous,NA
Female_ySIDD,insulinf,min,6.4,Continuous,NA
Female_ySIDD,insulinf,max,37.1,Continuous,NA
Female_ySIDD,insulinf,freq,19,Continuous,NA
Female_ySIDD,insulinf,missing,53,Continuous,NA
Female_ySIDD,tgl,mean,87.10526315789474,Continuous,NA
Female_ySIDD,tgl,sd,45.89104819127111,Continuous,NA
Female_ySIDD,tgl,median,72,Continuous,NA
Female_ySIDD,tgl,q25,54.5,Continuous,NA
Female_ySIDD,tgl,q75,105,Continuous,NA
Female_ySIDD,tgl,min,43,Continuous,NA
Female_ySIDD,tgl,max,219,Continuous,NA
Female_ySIDD,tgl,freq,19,Continuous,NA
Female_ySIDD,tgl,missing,53,Continuous,NA
Female_ySIDD,glucosef,mean,116.6842105263158,Continuous,NA
Female_ySIDD,glucosef,sd,25.392589976821863,Continuous,NA
Female_ySIDD,glucosef,median,124,Continuous,NA
Female_ySIDD,glucosef,q25,97,Continuous,NA
Female_ySIDD,glucosef,q75,135,Continuous,NA
Female_ySIDD,glucosef,min,76,Continuous,NA
Female_ySIDD,glucosef,max,165,Continuous,NA
Female_ySIDD,glucosef,freq,19,Continuous,NA
Female_ySIDD,glucosef,missing,53,Continuous,NA
Female_ySIRD,bmi,mean,39.13975373169643,Continuous,NA
Female_ySIRD,bmi,sd,7.440054972909048,Continuous,NA
Female_ySIRD,bmi,median,38,Continuous,NA
Female_ySIRD,bmi,q25,35.28187184625,Continuous,NA
Female_ySIRD,bmi,q75,41.563569164,Continuous,NA
Female_ySIRD,bmi,min,28.305693225,Continuous,NA
Female_ySIRD,bmi,max,88.085486242,Continuous,NA
Female_ySIRD,bmi,freq,112,Continuous,NA
Female_ySIRD,bmi,missing,0,Continuous,NA
Female_ySIRD,hba1c,mean,6.650892857142857,Continuous,NA
Female_ySIRD,hba1c,sd,1.3005886079601523,Continuous,NA
Female_ySIRD,hba1c,median,6.2,Continuous,NA
Female_ySIRD,hba1c,q25,5.8,Continuous,NA
Female_ySIRD,hba1c,q75,7.1499999999999995,Continuous,NA
Female_ySIRD,hba1c,min,5,Continuous,NA
Female_ySIRD,hba1c,max,11.6,Continuous,NA
Female_ySIRD,hba1c,freq,112,Continuous,NA
Female_ySIRD,hba1c,missing,0,Continuous,NA
Female_ySIRD,cpeptidef,mean,5.135125,Continuous,NA
Female_ySIRD,cpeptidef,sd,1.6798993487920852,Continuous,NA
Female_ySIRD,cpeptidef,median,4.9,Continuous,NA
Female_ySIRD,cpeptidef,q25,4.1225000000000005,Continuous,NA
Female_ySIRD,cpeptidef,q75,6.29,Continuous,NA
Female_ySIRD,cpeptidef,min,0.48,Continuous,NA
Female_ySIRD,cpeptidef,max,11.3,Continuous,NA
Female_ySIRD,cpeptidef,freq,112,Continuous,NA
Female_ySIRD,cpeptidef,missing,0,Continuous,NA
Female_ySIRD,sbp,mean,122.67559523839286,Continuous,NA
Female_ySIRD,sbp,sd,9.820226906524482,Continuous,NA
Female_ySIRD,sbp,median,120.83333333499999,Continuous,NA
Female_ySIRD,sbp,q25,116,Continuous,NA
Female_ySIRD,sbp,q75,128.125,Continuous,NA
Female_ySIRD,sbp,min,102,Continuous,NA
Female_ySIRD,sbp,max,156.5,Continuous,NA
Female_ySIRD,sbp,freq,112,Continuous,NA
Female_ySIRD,sbp,missing,0,Continuous,NA
Female_ySIRD,dbp,mean,76.55952380948393,Continuous,NA
Female_ySIRD,dbp,sd,9.168095906585789,Continuous,NA
Female_ySIRD,dbp,median,75.75,Continuous,NA
Female_ySIRD,dbp,q25,70.50000000025,Continuous,NA
Female_ySIRD,dbp,q75,82.54166666675,Continuous,NA
Female_ySIRD,dbp,min,55.333333333,Continuous,NA
Female_ySIRD,dbp,max,103.33333333,Continuous,NA
Female_ySIRD,dbp,freq,112,Continuous,NA
Female_ySIRD,dbp,missing,0,Continuous,NA
Female_ySIRD,ldlc,mean,97.1,Continuous,NA
Female_ySIRD,ldlc,sd,28.713056953930202,Continuous,NA
Female_ySIRD,ldlc,median,95,Continuous,NA
Female_ySIRD,ldlc,q25,80,Continuous,NA
Female_ySIRD,ldlc,q75,110.5,Continuous,NA
Female_ySIRD,ldlc,min,44,Continuous,NA
Female_ySIRD,ldlc,max,231,Continuous,NA
Female_ySIRD,ldlc,freq,112,Continuous,NA
Female_ySIRD,ldlc,missing,0,Continuous,NA
Female_ySIRD,hdlc,mean,40.042857142857144,Continuous,NA
Female_ySIRD,hdlc,sd,7.6241167178339895,Continuous,NA
Female_ySIRD,hdlc,median,40,Continuous,NA
Female_ySIRD,hdlc,q25,35,Continuous,NA
Female_ySIRD,hdlc,q75,44,Continuous,NA
Female_ySIRD,hdlc,min,20,Continuous,NA
Female_ySIRD,hdlc,max,66,Continuous,NA
Female_ySIRD,hdlc,freq,112,Continuous,NA
Female_ySIRD,hdlc,missing,0,Continuous,NA
Female_ySIRD,totalc,mean,163.7685185185185,Continuous,NA
Female_ySIRD,totalc,sd,37.97899234401755,Continuous,NA
Female_ySIRD,totalc,median,158.5,Continuous,NA
Female_ySIRD,totalc,q25,141,Continuous,NA
Female_ySIRD,totalc,q75,179,Continuous,NA
Female_ySIRD,totalc,min,89,Continuous,NA
Female_ySIRD,totalc,max,330,Continuous,NA
Female_ySIRD,totalc,freq,108,Continuous,NA
Female_ySIRD,totalc,missing,4,Continuous,NA
Female_ySIRD,insulinf,mean,43.172340425531914,Continuous,NA
Female_ySIRD,insulinf,sd,22.058200704417704,Continuous,NA
Female_ySIRD,insulinf,median,42.6,Continuous,NA
Female_ySIRD,insulinf,q25,28.05,Continuous,NA
Female_ySIRD,insulinf,q75,55.1,Continuous,NA
Female_ySIRD,insulinf,min,6,Continuous,NA
Female_ySIRD,insulinf,max,99.3,Continuous,NA
Female_ySIRD,insulinf,freq,47,Continuous,NA
Female_ySIRD,insulinf,missing,65,Continuous,NA
Female_ySIRD,tgl,mean,127.46808510638297,Continuous,NA
Female_ySIRD,tgl,sd,76.58438115933181,Continuous,NA
Female_ySIRD,tgl,median,105,Continuous,NA
Female_ySIRD,tgl,q25,75.5,Continuous,NA
Female_ySIRD,tgl,q75,162.5,Continuous,NA
Female_ySIRD,tgl,min,39,Continuous,NA
Female_ySIRD,tgl,max,422,Continuous,NA
Female_ySIRD,tgl,freq,47,Continuous,NA
Female_ySIRD,tgl,missing,65,Continuous,NA
Female_ySIRD,glucosef,mean,115.80851063829788,Continuous,NA
Female_ySIRD,glucosef,sd,22.743979899011155,Continuous,NA
Female_ySIRD,glucosef,median,111,Continuous,NA
Female_ySIRD,glucosef,q25,98,Continuous,NA
Female_ySIRD,glucosef,q75,132,Continuous,NA
Female_ySIRD,glucosef,min,70,Continuous,NA
Female_ySIRD,glucosef,max,170,Continuous,NA
Female_ySIRD,glucosef,freq,47,Continuous,NA
Female_ySIRD,glucosef,missing,65,Continuous,NA
Male_yMOD,bmi,mean,33.205537796032786,Continuous,NA
Male_yMOD,bmi,sd,4.157189425844037,Continuous,NA
Male_yMOD,bmi,median,32.32315,Continuous,NA
Male_yMOD,bmi,q25,32,Continuous,NA
Male_yMOD,bmi,q75,35.749725,Continuous,NA
Male_yMOD,bmi,min,19.921658535,Continuous,NA
Male_yMOD,bmi,max,47.563247401,Continuous,NA
Male_yMOD,bmi,freq,122,Continuous,NA
Male_yMOD,bmi,missing,0,Continuous,NA
Male_yMOD,hba1c,mean,5.79344262295082,Continuous,NA
Male_yMOD,hba1c,sd,0.7176335887868173,Continuous,NA
Male_yMOD,hba1c,median,5.6,Continuous,NA
Male_yMOD,hba1c,q25,5.3,Continuous,NA
Male_yMOD,hba1c,q75,6.1,Continuous,NA
Male_yMOD,hba1c,min,4.6,Continuous,NA
Male_yMOD,hba1c,max,8.8,Continuous,NA
Male_yMOD,hba1c,freq,122,Continuous,NA
Male_yMOD,hba1c,missing,0,Continuous,NA
Male_yMOD,cpeptidef,mean,3.279655737704918,Continuous,NA
Male_yMOD,cpeptidef,sd,1.2805933204592406,Continuous,NA
Male_yMOD,cpeptidef,median,3.09,Continuous,NA
Male_yMOD,cpeptidef,q25,2.5749999999999997,Continuous,NA
Male_yMOD,cpeptidef,q75,3.92,Continuous,NA
Male_yMOD,cpeptidef,min,0.7,Continuous,NA
Male_yMOD,cpeptidef,max,8.19,Continuous,NA
Male_yMOD,cpeptidef,freq,122,Continuous,NA
Male_yMOD,cpeptidef,missing,0,Continuous,NA
Male_yMOD,sbp,mean,112.07404371602131,Continuous,NA
Male_yMOD,sbp,sd,9.62927079576623,Continuous,NA
Male_yMOD,sbp,median,112,Continuous,NA
Male_yMOD,sbp,q25,106.125,Continuous,NA
Male_yMOD,sbp,q75,119.33333333,Continuous,NA
Male_yMOD,sbp,min,86,Continuous,NA
Male_yMOD,sbp,max,134.66666667,Continuous,NA
Male_yMOD,sbp,freq,122,Continuous,NA
Male_yMOD,sbp,missing,0,Continuous,NA
Male_yMOD,dbp,mean,64.63551912569017,Continuous,NA
Male_yMOD,dbp,sd,7.7131597058834,Continuous,NA
Male_yMOD,dbp,median,65,Continuous,NA
Male_yMOD,dbp,q25,60.125,Continuous,NA
Male_yMOD,dbp,q75,69.5,Continuous,NA
Male_yMOD,dbp,min,42,Continuous,NA
Male_yMOD,dbp,max,88,Continuous,NA
Male_yMOD,dbp,freq,122,Continuous,NA
Male_yMOD,dbp,missing,0,Continuous,NA
Male_yMOD,ldlc,mean,80.4655737704918,Continuous,NA
Male_yMOD,ldlc,sd,23.16522675606268,Continuous,NA
Male_yMOD,ldlc,median,78.8,Continuous,NA
Male_yMOD,ldlc,q25,63.25,Continuous,NA
Male_yMOD,ldlc,q75,95.75,Continuous,NA
Male_yMOD,ldlc,min,27,Continuous,NA
Male_yMOD,ldlc,max,144,Continuous,NA
Male_yMOD,ldlc,freq,122,Continuous,NA
Male_yMOD,ldlc,missing,0,Continuous,NA
Male_yMOD,hdlc,mean,36.11147540983607,Continuous,NA
Male_yMOD,hdlc,sd,7.0054075538299765,Continuous,NA
Male_yMOD,hdlc,median,35,Continuous,NA
Male_yMOD,hdlc,q25,31,Continuous,NA
Male_yMOD,hdlc,q75,41,Continuous,NA
Male_yMOD,hdlc,min,13,Continuous,NA
Male_yMOD,hdlc,max,56,Continuous,NA
Male_yMOD,hdlc,freq,122,Continuous,NA
Male_yMOD,hdlc,missing,0,Continuous,NA
Male_yMOD,totalc,mean,139.21487603305786,Continuous,NA
Male_yMOD,totalc,sd,29.667099232306217,Continuous,NA
Male_yMOD,totalc,median,138,Continuous,NA
Male_yMOD,totalc,q25,119,Continuous,NA
Male_yMOD,totalc,q75,153,Continuous,NA
Male_yMOD,totalc,min,82,Continuous,NA
Male_yMOD,totalc,max,245,Continuous,NA
Male_yMOD,totalc,freq,121,Continuous,NA
Male_yMOD,totalc,missing,1,Continuous,NA
Male_yMOD,insulinf,mean,25.126744186046512,Continuous,NA
Male_yMOD,insulinf,sd,20.83752511226747,Continuous,NA
Male_yMOD,insulinf,median,21.35,Continuous,NA
Male_yMOD,insulinf,q25,15.8,Continuous,NA
Male_yMOD,insulinf,q75,27.775000000000002,Continuous,NA
Male_yMOD,insulinf,min,4.9,Continuous,NA
Male_yMOD,insulinf,max,169.2,Continuous,NA
Male_yMOD,insulinf,freq,86,Continuous,NA
Male_yMOD,insulinf,missing,36,Continuous,NA
Male_yMOD,tgl,mean,97.82954545454545,Continuous,NA
Male_yMOD,tgl,sd,59.45909858372152,Continuous,NA
Male_yMOD,tgl,median,85.5,Continuous,NA
Male_yMOD,tgl,q25,65,Continuous,NA
Male_yMOD,tgl,q75,110,Continuous,NA
Male_yMOD,tgl,min,30,Continuous,NA
Male_yMOD,tgl,max,428,Continuous,NA
Male_yMOD,tgl,freq,88,Continuous,NA
Male_yMOD,tgl,missing,34,Continuous,NA
Male_yMOD,glucosef,mean,104.4090909090909,Continuous,NA
Male_yMOD,glucosef,sd,19.642574194925032,Continuous,NA
Male_yMOD,glucosef,median,99,Continuous,NA
Male_yMOD,glucosef,q25,93,Continuous,NA
Male_yMOD,glucosef,q75,107,Continuous,NA
Male_yMOD,glucosef,min,81,Continuous,NA
Male_yMOD,glucosef,max,214,Continuous,NA
Male_yMOD,glucosef,freq,88,Continuous,NA
Male_yMOD,glucosef,missing,34,Continuous,NA
Male_ySIDD,bmi,mean,27.247998182270834,Continuous,NA
Male_ySIDD,bmi,sd,7.223740935862603,Continuous,NA
Male_ySIDD,bmi,median,25.7016575875,Continuous,NA
Male_ySIDD,bmi,q25,22.73637010175,Continuous,NA
Male_ySIDD,bmi,q75,32,Continuous,NA
Male_ySIDD,bmi,min,16.192858663,Continuous,NA
Male_ySIDD,bmi,max,47.875519349,Continuous,NA
Male_ySIDD,bmi,freq,48,Continuous,NA
Male_ySIDD,bmi,missing,0,Continuous,NA
Male_ySIDD,hba1c,mean,7.97625,Continuous,NA
Male_ySIDD,hba1c,sd,1.9587910133657835,Continuous,NA
Male_ySIDD,hba1c,median,7.7,Continuous,NA
Male_ySIDD,hba1c,q25,6.6,Continuous,NA
Male_ySIDD,hba1c,q75,8.725,Continuous,NA
Male_ySIDD,hba1c,min,5.1,Continuous,NA
Male_ySIDD,hba1c,max,14.6,Continuous,NA
Male_ySIDD,hba1c,freq,48,Continuous,NA
Male_ySIDD,hba1c,missing,0,Continuous,NA
Male_ySIDD,cpeptidef,mean,1.6664166666666667,Continuous,NA
Male_ySIDD,cpeptidef,sd,1.1021727831749573,Continuous,NA
Male_ySIDD,cpeptidef,median,1.5,Continuous,NA
Male_ySIDD,cpeptidef,q25,0.78,Continuous,NA
Male_ySIDD,cpeptidef,q75,2.18,Continuous,NA
Male_ySIDD,cpeptidef,min,0.05,Continuous,NA
Male_ySIDD,cpeptidef,max,5.36,Continuous,NA
Male_ySIDD,cpeptidef,freq,48,Continuous,NA
Male_ySIDD,cpeptidef,missing,0,Continuous,NA
Male_ySIDD,sbp,mean,110.31180555597916,Continuous,NA
Male_ySIDD,sbp,sd,10.068724813110068,Continuous,NA
Male_ySIDD,sbp,median,111,Continuous,NA
Male_ySIDD,sbp,q25,102.66666667,Continuous,NA
Male_ySIDD,sbp,q75,115.7916666675,Continuous,NA
Male_ySIDD,sbp,min,92.666666667,Continuous,NA
Male_ySIDD,sbp,max,139.33333333,Continuous,NA
Male_ySIDD,sbp,freq,48,Continuous,NA
Male_ySIDD,sbp,missing,0,Continuous,NA
Male_ySIDD,dbp,mean,68.2743055556,Continuous,NA
Male_ySIDD,dbp,sd,9.190940753961664,Continuous,NA
Male_ySIDD,dbp,median,69.333333333,Continuous,NA
Male_ySIDD,dbp,q25,62,Continuous,NA
Male_ySIDD,dbp,q75,75.166666667,Continuous,NA
Male_ySIDD,dbp,min,48.666666667,Continuous,NA
Male_ySIDD,dbp,max,82.666666667,Continuous,NA
Male_ySIDD,dbp,freq,48,Continuous,NA
Male_ySIDD,dbp,missing,0,Continuous,NA
Male_ySIDD,ldlc,mean,110.62083333333334,Continuous,NA
Male_ySIDD,ldlc,sd,30.814592828815275,Continuous,NA
Male_ySIDD,ldlc,median,106,Continuous,NA
Male_ySIDD,ldlc,q25,91.8,Continuous,NA
Male_ySIDD,ldlc,q75,122.75,Continuous,NA
Male_ySIDD,ldlc,min,56,Continuous,NA
Male_ySIDD,ldlc,max,206,Continuous,NA
Male_ySIDD,ldlc,freq,48,Continuous,NA
Male_ySIDD,ldlc,missing,0,Continuous,NA
Male_ySIDD,hdlc,mean,48.36666666666667,Continuous,NA
Male_ySIDD,hdlc,sd,9.289328888874254,Continuous,NA
Male_ySIDD,hdlc,median,49,Continuous,NA
Male_ySIDD,hdlc,q25,42.25,Continuous,NA
Male_ySIDD,hdlc,q75,53.05,Continuous,NA
Male_ySIDD,hdlc,min,27,Continuous,NA
Male_ySIDD,hdlc,max,65,Continuous,NA
Male_ySIDD,hdlc,freq,48,Continuous,NA
Male_ySIDD,hdlc,missing,0,Continuous,NA
Male_ySIDD,totalc,mean,182.13953488372093,Continuous,NA
Male_ySIDD,totalc,sd,39.23408466854447,Continuous,NA
Male_ySIDD,totalc,median,180,Continuous,NA
Male_ySIDD,totalc,q25,156.5,Continuous,NA
Male_ySIDD,totalc,q75,196,Continuous,NA
Male_ySIDD,totalc,min,119,Continuous,NA
Male_ySIDD,totalc,max,326,Continuous,NA
Male_ySIDD,totalc,freq,43,Continuous,NA
Male_ySIDD,totalc,missing,5,Continuous,NA
Male_ySIDD,insulinf,mean,21.685714285714287,Continuous,NA
Male_ySIDD,insulinf,sd,11.253655490762188,Continuous,NA
Male_ySIDD,insulinf,median,24.1,Continuous,NA
Male_ySIDD,insulinf,q25,13.25,Continuous,NA
Male_ySIDD,insulinf,q75,28.75,Continuous,NA
Male_ySIDD,insulinf,min,7,Continuous,NA
Male_ySIDD,insulinf,max,36.7,Continuous,NA
Male_ySIDD,insulinf,freq,7,Continuous,NA
Male_ySIDD,insulinf,missing,41,Continuous,NA
Male_ySIDD,tgl,mean,68.14285714285714,Continuous,NA
Male_ySIDD,tgl,sd,16.955122838723124,Continuous,NA
Male_ySIDD,tgl,median,63,Continuous,NA
Male_ySIDD,tgl,q25,55,Continuous,NA
Male_ySIDD,tgl,q75,81.5,Continuous,NA
Male_ySIDD,tgl,min,50,Continuous,NA
Male_ySIDD,tgl,max,91,Continuous,NA
Male_ySIDD,tgl,freq,7,Continuous,NA
Male_ySIDD,tgl,missing,41,Continuous,NA
Male_ySIDD,glucosef,mean,119.14285714285714,Continuous,NA
Male_ySIDD,glucosef,sd,29.140055887778548,Continuous,NA
Male_ySIDD,glucosef,median,119,Continuous,NA
Male_ySIDD,glucosef,q25,97,Continuous,NA
Male_ySIDD,glucosef,q75,132.5,Continuous,NA
Male_ySIDD,glucosef,min,86,Continuous,NA
Male_ySIDD,glucosef,max,170,Continuous,NA
Male_ySIDD,glucosef,freq,7,Continuous,NA
Male_ySIDD,glucosef,missing,41,Continuous,NA
